Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
SU1513,Utair,2025-01-16,05:04:06,204
WZ801,Utair,2025-04-20,00:26:19,77
N41286,Pobeda,2025-12-07,23:56:56,287
UT1652,Rossiya,2024-06-28,07:02:30,12
UT533,Ural Airlines,2024-09-07,10:21:31,168
WZ426,Pobeda,2025-01-08,21:37:20,298
FV166,Aeroflot,2025-07-06,20:44:45,12
DP1289,Aeroflot,2024-11-07,05:43:43,101
N41604,S7 Airlines,2024-12-15,07:12:42,170
S71939,Ural Airlines,2024-01-13,19:40:22,185
WZ1067,Aeroflot,2024-07-08,01:45:09,104
DP1921,Pobeda,2025-03-11,08:16:19,57
UT262,Utair,2025-10-10,16:52:13,4
FV1643,Rossiya,2025-03-14,14:02:02,138
N41789,Aeroflot,2025-10-12,16:40:12,135
N41046,Utair,2024-10-23,23:38:30,64
S71327,Ural Airlines,2025-04-04,08:14:43,232
FV443,Nordwind,2024-05-11,05:46:06,212
SU696,Rossiya,2024-11-28,17:22:27,72
U6190,Rossiya,2025-05-01,21:45:22,94
UT1180,Pobeda,2024-07-10,09:59:56,76
WZ1287,Rossiya,2024-07-12,07:14:58,84
DP1276,Ural Airlines,2025-10-07,01:28:47,28
DP1318,Nordwind,2025-07-19,23:22:35,169
U61024,Pobeda,2025-05-14,10:01:40,53
DP1496,Rossiya,2024-06-15,05:23:28,116
N4478,Utair,2025-03-22,08:57:02,88
DP377,Nordwind,2024-02-27,03:13:42,122
WZ1420,Nordwind,2025-12-02,06:20:57,94
N41406,Pobeda,2024-09-03,02:44:06,287
U61093,Aeroflot,2024-04-22,05:12:38,257
U6544,Red Wings,2025-01-11,07:31:20,216
SU532,Aeroflot,2024-07-25,08:21:01,146
DP454,Rossiya,2024-10-27,00:25:25,187
S7827,Ural Airlines,2025-12-06,13:48:31,226
SU695,Nordwind,2025-03-16,05:03:51,8
U61607,Red Wings,2025-12-25,02:43:51,227
N4569,Pobeda,2024-07-20,18:05:50,38
SU327,Rossiya,2024-06-23,05:57:10,161
N4678,Utair,2025-07-14,11:08:12,275
FV597,Utair,2024-08-28,08:16:44,259
UT1709,S7 Airlines,2024-03-23,23:28:07,212
SU1233,Red Wings,2024-11-25,00:01:51,250
WZ183,Pobeda,2025-07-05,22:07:02,35
FV612,Nordwind,2025-04-02,22:57:34,169
SU1682,Ural Airlines,2024-04-06,18:08:17,183
N41487,Rossiya,2025-03-08,18:42:59,59
DP239,Red Wings,2025-04-11,08:53:16,104
SU382,Ural Airlines,2024-09-24,08:22:53,257
U6631,Aeroflot,2025-06-16,11:14:06,189
UT1501,Pobeda,2025-02-04,02:01:49,105
DP516,Nordwind,2025-11-07,19:18:07,26
N4648,S7 Airlines,2024-03-04,02:53:08,137
WZ852,S7 Airlines,2025-01-27,03:47:36,255
WZ1298,Utair,2024-03-04,18:23:29,27
S7697,Rossiya,2025-01-15,23:41:53,259
UT1826,Aeroflot,2025-06-24,04:55:31,112
U61363,Pobeda,2024-03-08,04:22:04,287
WZ1905,Rossiya,2024-10-10,02:31:53,300
WZ1388,Utair,2024-12-17,01:15:10,146
DP1949,Ural Airlines,2025-05-03,17:17:11,159
S7100,Pobeda,2025-03-24,03:55:10,130
FV1903,Red Wings,2025-02-24,05:46:33,297
N4996,Red Wings,2024-03-16,12:56:46,141
N4652,Rossiya,2024-03-25,13:01:17,34
SU395,S7 Airlines,2024-05-09,09:37:05,202
SU955,S7 Airlines,2024-08-18,04:20:05,131
SU1349,Pobeda,2025-09-18,10:15:01,28
WZ1843,S7 Airlines,2025-12-26,08:44:36,225
FV616,Utair,2024-05-04,19:15:07,235
UT1093,Ural Airlines,2025-11-11,18:38:16,228
UT1533,Utair,2024-02-18,08:49:50,144
SU1697,Pobeda,2024-02-24,12:39:27,109
FV1764,Rossiya,2024-05-05,01:05:51,260
N4811,Red Wings,2024-02-08,10:16:13,257
N41727,Nordwind,2024-02-01,14:28:25,128
UT1169,Utair,2025-12-07,15:01:14,21
DP1885,Aeroflot,2024-08-24,01:42:20,114
WZ1192,Ural Airlines,2025-05-08,13:45:54,254
UT1490,S7 Airlines,2024-10-15,12:29:30,264
SU95,Nordwind,2024-03-25,08:36:05,118
S7794,S7 Airlines,2025-05-01,19:44:29,39
WZ1116,Ural Airlines,2025-03-12,14:07:22,200
FV1995,Utair,2024-01-12,23:33:20,159
UT548,Aeroflot,2024-02-19,04:16:15,271
S7940,Pobeda,2024-09-19,01:04:32,173
N41097,Red Wings,2024-12-24,23:54:57,243
UT204,Nordwind,2025-07-18,21:45:43,42
N41525,Ural Airlines,2024-08-17,07:35:41,229
UT81,Red Wings,2024-04-28,14:22:30,61
DP1276,Red Wings,2024-09-10,05:05:00,292
DP991,Rossiya,2024-07-20,02:01:39,36
S7569,Ural Airlines,2025-12-17,13:25:04,119
UT1519,Rossiya,2024-08-01,20:34:20,227
FV761,S7 Airlines,2025-10-28,16:43:19,137
FV189,Aeroflot,2025-01-15,01:56:13,152
S721,Red Wings,2025-12-13,19:08:59,146
N4223,Red Wings,2025-08-01,17:20:30,230
S7445,Aeroflot,2025-03-11,03:25:32,107
SU817,Pobeda,2024-08-04,07:30:54,233
DP242,Nordwind,2024-04-23,23:42:23,231
WZ1307,Ural Airlines,2024-03-02,11:40:32,86
FV1021,Utair,2024-01-23,13:48:33,8
N41560,Red Wings,2024-12-25,03:31:46,276
S71255,Utair,2024-09-02,23:29:14,273
WZ270,Utair,2025-03-20,21:13:37,205
S71878,Red Wings,2025-05-17,15:15:39,293
S7279,Red Wings,2025-08-18,13:48:21,39
UT767,Red Wings,2024-08-10,09:52:17,126
U6594,Aeroflot,2024-01-25,15:41:14,196
FV1553,Nordwind,2025-09-25,05:25:57,219
U61815,S7 Airlines,2025-04-10,22:21:59,10
DP557,Pobeda,2025-07-22,16:30:10,291
UT1827,Nordwind,2024-07-12,03:15:38,216
FV1754,Red Wings,2024-02-21,08:42:18,112
SU725,S7 Airlines,2025-03-14,08:34:01,5
FV1657,Aeroflot,2024-02-07,01:00:36,186
WZ958,Rossiya,2024-06-27,00:59:54,178
UT564,Utair,2025-10-02,10:47:48,100
UT475,S7 Airlines,2025-10-06,21:23:07,5
N4324,Ural Airlines,2025-06-19,19:39:44,254
WZ1334,Aeroflot,2025-02-15,21:18:10,125
FV1491,Utair,2025-01-04,23:42:06,198
UT687,Ural Airlines,2025-04-26,21:49:00,22
U61108,Nordwind,2025-11-09,09:53:34,198
SU478,Rossiya,2025-12-12,12:53:54,39
DP949,Pobeda,2024-06-23,01:53:45,218
S71258,Ural Airlines,2024-01-03,19:03:17,82
DP962,Aeroflot,2024-06-26,01:06:29,176
SU177,Aeroflot,2024-01-01,07:48:31,18
DP1458,Ural Airlines,2025-07-26,02:45:08,162
N4847,Pobeda,2024-12-09,02:47:47,242
SU265,Ural Airlines,2025-01-17,11:08:53,132
U61215,Pobeda,2024-10-13,18:34:01,300
N41993,Utair,2025-01-22,15:42:23,300
WZ1315,Ural Airlines,2024-05-06,09:40:49,125
SU383,Nordwind,2025-11-18,02:45:19,272
U6502,Rossiya,2024-03-03,01:20:15,278
FV1148,Utair,2024-07-08,12:50:10,32
FV813,Utair,2024-09-19,18:59:22,28
UT935,Ural Airlines,2025-08-26,13:17:20,216
DP1304,Rossiya,2025-08-14,13:28:06,190
UT1071,S7 Airlines,2024-03-04,02:12:24,239
U61440,Utair,2024-10-13,07:43:07,232
S71671,Rossiya,2024-03-18,18:59:41,262
SU217,S7 Airlines,2025-06-26,20:37:55,231
S71938,Nordwind,2025-01-28,23:24:13,182
DP231,Pobeda,2024-04-25,04:54:58,84
SU1076,Rossiya,2024-07-06,05:33:31,15
UT904,Ural Airlines,2024-11-18,22:05:45,142
FV1691,Nordwind,2024-06-04,13:44:09,120
UT413,Pobeda,2025-08-20,04:01:19,267
UT926,Nordwind,2025-02-10,06:41:04,102
FV1932,S7 Airlines,2024-02-03,13:46:19,179
DP1139,S7 Airlines,2024-09-03,01:38:40,29
U61027,Aeroflot,2025-09-24,16:23:07,141
UT848,S7 Airlines,2024-08-07,19:46:26,70
S71755,S7 Airlines,2025-07-19,05:29:27,139
N4621,Nordwind,2024-10-04,02:00:06,0
U647,Pobeda,2025-02-23,06:28:55,83
DP971,Rossiya,2025-12-17,06:22:54,16
WZ1913,S7 Airlines,2024-05-13,10:23:32,282
N435,S7 Airlines,2024-04-09,10:48:10,66
FV1332,Nordwind,2024-11-26,13:05:50,244
U61695,Nordwind,2025-11-18,03:27:18,194
DP484,Red Wings,2025-08-01,15:20:29,97
S7630,Rossiya,2024-12-16,09:28:28,1
FV258,Rossiya,2024-02-05,06:22:18,18
S71904,Rossiya,2024-12-08,10:49:10,136
UT738,Ural Airlines,2024-05-16,04:32:08,194
UT1042,Pobeda,2024-12-16,04:19:19,232
SU1425,Pobeda,2024-10-07,23:52:06,199
WZ1583,Aeroflot,2024-02-22,00:09:21,210
U6771,Nordwind,2025-05-06,09:11:45,117
S71411,Aeroflot,2025-03-24,14:47:51,289
DP1104,Utair,2024-07-25,04:28:36,91
WZ1973,S7 Airlines,2024-07-14,18:17:40,23
N41308,Pobeda,2024-08-05,17:53:22,299
SU1690,Aeroflot,2025-04-02,08:53:56,245
WZ1070,Rossiya,2024-06-03,08:01:45,27
S7181,Rossiya,2025-03-02,15:05:43,198
DP648,Rossiya,2025-01-05,05:26:28,18
S7371,Rossiya,2024-01-27,19:42:02,9
FV1735,Aeroflot,2025-10-16,06:44:31,203
DP1544,Red Wings,2024-11-25,00:24:16,236
WZ1975,Nordwind,2024-08-12,20:48:34,38
S798,Aeroflot,2025-04-16,14:41:13,168
N471,Nordwind,2025-03-18,16:17:18,116
WZ1101,Rossiya,2024-03-07,04:04:07,89
N455,Red Wings,2024-12-10,23:39:50,60
WZ117,Utair,2025-01-23,18:17:11,73
U61889,Utair,2024-10-15,20:21:54,296
FV773,Pobeda,2025-04-28,02:04:25,25
U61459,Ural Airlines,2025-02-04,23:14:29,68
WZ1712,Utair,2024-05-26,17:47:22,253
S71700,S7 Airlines,2024-05-27,12:07:39,121
S7134,Nordwind,2025-01-05,21:22:26,184
FV314,Rossiya,2024-09-08,20:58:24,124
FV1351,Rossiya,2025-08-18,14:23:48,67
N4606,Red Wings,2024-06-26,05:29:44,136
N4979,Pobeda,2024-01-05,22:18:05,203
N4623,Rossiya,2025-05-06,05:48:27,263
FV628,Red Wings,2024-05-22,12:28:14,279
U6369,Nordwind,2024-02-28,21:02:53,72
UT1345,Utair,2024-04-13,19:56:07,54
U6938,Rossiya,2025-03-12,00:40:23,47
SU672,S7 Airlines,2025-01-01,20:46:50,189
WZ1400,Nordwind,2024-06-02,14:00:21,160
DP118,Nordwind,2025-02-15,06:11:09,193
S7966,Pobeda,2025-12-24,09:02:47,228
U61002,Aeroflot,2024-09-24,02:49:50,293
FV28,S7 Airlines,2025-11-01,09:09:56,245
SU928,Rossiya,2025-11-27,12:16:27,88
DP370,Pobeda,2024-02-06,21:30:58,200
FV505,Pobeda,2025-09-08,16:30:54,30
S71796,Nordwind,2024-11-11,10:57:57,116
U679,Ural Airlines,2025-07-05,08:59:42,216
UT1783,S7 Airlines,2024-04-04,22:46:17,143
S7875,Aeroflot,2024-10-13,18:05:26,51
FV1382,Ural Airlines,2024-03-07,11:31:47,64
SU1583,Ural Airlines,2025-02-04,21:05:26,147
UT1545,Nordwind,2024-08-24,17:38:18,246
S71537,Rossiya,2024-10-10,00:26:16,122
DP1196,Rossiya,2024-07-23,10:55:01,111
N4937,Utair,2024-10-21,09:29:34,24
SU1532,Utair,2024-02-18,13:34:09,22
U6470,Pobeda,2024-10-27,09:18:47,126
SU1315,Pobeda,2025-09-27,14:42:54,300
UT1037,Rossiya,2025-06-05,06:54:54,18
FV1798,Aeroflot,2024-04-25,17:07:49,56
UT824,Pobeda,2024-04-16,00:47:32,151
SU1221,S7 Airlines,2025-09-03,09:49:52,187
UT626,S7 Airlines,2024-11-09,10:25:58,176
DP704,Ural Airlines,2025-02-27,15:40:39,101
SU1198,S7 Airlines,2024-08-28,13:03:07,181
SU1825,Rossiya,2024-04-03,06:42:56,70
FV1541,Aeroflot,2024-01-22,23:06:48,7
DP1406,Utair,2025-09-28,01:48:31,21
DP1172,Utair,2024-03-19,13:39:38,164
FV1665,Rossiya,2024-09-01,04:51:42,255
UT854,S7 Airlines,2025-09-15,10:04:14,247
S7396,Rossiya,2025-09-28,22:06:01,249
FV1436,Ural Airlines,2024-03-19,12:44:05,221
SU618,Rossiya,2024-06-25,02:25:12,274
S71197,Nordwind,2024-07-04,10:30:07,250
UT1122,Aeroflot,2024-02-11,21:39:18,171
UT632,Aeroflot,2025-08-07,19:02:54,256
N4742,Rossiya,2025-03-02,16:47:26,60
N41751,Utair,2024-10-22,10:06:46,239
WZ1541,Aeroflot,2024-02-27,20:06:54,120
U61894,S7 Airlines,2025-12-16,10:53:16,239
WZ143,S7 Airlines,2024-07-20,03:31:58,277
FV654,Utair,2024-10-06,10:35:09,279
U6509,Red Wings,2024-04-17,09:54:44,20
WZ1013,Aeroflot,2024-03-17,22:20:59,61
N41177,Red Wings,2025-09-06,09:56:37,189
SU1581,Red Wings,2025-03-05,10:20:14,25
UT872,Nordwind,2025-11-13,22:33:58,97
N4762,Pobeda,2025-04-22,08:57:58,38
SU1870,Aeroflot,2025-11-02,08:44:04,276
SU489,Red Wings,2025-03-26,02:34:38,81
SU372,Nordwind,2025-08-16,20:23:03,172
WZ1770,S7 Airlines,2024-06-26,12:21:59,43
DP1566,Nordwind,2025-11-14,03:44:07,23
FV1655,Rossiya,2025-03-18,10:44:54,293
DP1111,S7 Airlines,2025-01-02,06:36:25,242
S7963,Pobeda,2025-10-21,07:08:01,2
WZ1412,Nordwind,2025-06-13,05:09:54,208
WZ841,S7 Airlines,2024-04-11,17:21:02,296
WZ1757,Nordwind,2024-07-23,20:39:51,36
FV403,S7 Airlines,2025-05-28,01:09:51,208
S71665,S7 Airlines,2025-01-22,16:34:33,81
DP377,Rossiya,2025-06-16,10:09:50,169
U6793,Rossiya,2025-06-14,11:07:33,40
UT1281,Rossiya,2025-06-27,19:12:42,274
UT47,Ural Airlines,2025-05-11,19:44:44,35
SU407,Red Wings,2024-12-08,19:10:18,72
SU1602,Pobeda,2024-04-28,00:27:17,140
WZ1606,Aeroflot,2024-11-15,06:21:29,154
WZ875,Pobeda,2024-02-20,10:13:23,76
WZ172,Ural Airlines,2025-09-26,09:42:10,241
U61289,Rossiya,2025-04-20,18:41:12,74
WZ1157,Red Wings,2025-01-17,19:14:03,53
FV407,Aeroflot,2025-02-15,18:56:03,293
S71581,Rossiya,2025-02-11,04:28:24,181
WZ1198,Aeroflot,2025-09-05,10:43:31,48
UT1780,Aeroflot,2025-01-22,02:18:54,161
SU1641,Nordwind,2024-11-06,08:57:12,33
UT933,Rossiya,2024-06-28,05:47:58,131
U6582,Pobeda,2024-08-28,12:41:48,183
S71979,Nordwind,2024-04-24,21:20:47,297
S7286,Ural Airlines,2025-03-03,18:22:55,231
S7670,Rossiya,2025-02-22,18:21:03,236
DP655,S7 Airlines,2024-10-22,18:52:07,264
U61287,Red Wings,2024-01-15,15:06:41,88
DP1455,S7 Airlines,2024-08-18,03:42:36,172
S71590,Ural Airlines,2024-11-04,03:36:24,168
UT1664,Aeroflot,2024-05-05,06:39:50,224
S7534,Rossiya,2025-06-27,15:20:10,276
SU283,Nordwind,2024-06-15,10:22:50,230
WZ131,Red Wings,2025-10-10,08:34:06,226
WZ1846,Ural Airlines,2025-07-04,05:06:11,102
FV1857,S7 Airlines,2024-11-17,11:54:26,210
U61458,Ural Airlines,2025-10-19,03:55:14,177
SU563,S7 Airlines,2025-02-04,21:09:57,227
WZ1947,Ural Airlines,2025-04-23,03:46:53,17
WZ1737,Pobeda,2024-01-03,12:29:38,253
S757,Utair,2025-04-18,08:11:13,79
S7768,Red Wings,2024-09-08,00:04:38,201
UT1579,Pobeda,2024-10-06,03:02:03,247
FV1766,Aeroflot,2024-11-09,03:45:46,291
UT1966,Ural Airlines,2025-11-07,17:51:46,220
WZ1152,Aeroflot,2024-06-26,11:06:38,287
N4627,Ural Airlines,2025-10-08,10:39:39,174
S7987,Pobeda,2025-08-13,17:43:07,37
WZ1912,Red Wings,2025-11-23,22:13:26,122
DP729,S7 Airlines,2024-01-28,17:45:34,238
SU186,Ural Airlines,2024-05-05,21:33:00,186
SU307,Aeroflot,2024-10-15,12:28:52,218
DP1687,Nordwind,2025-03-01,06:04:25,16
SU879,Rossiya,2024-02-08,12:59:55,198
SU1256,Rossiya,2025-04-23,09:22:01,148
WZ1712,Aeroflot,2024-05-18,19:10:36,53
WZ1308,Utair,2024-12-01,05:10:41,271
U6917,Rossiya,2025-07-14,23:42:26,108
U6370,Rossiya,2025-07-26,19:14:00,114
S7142,Nordwind,2025-09-17,09:36:59,133
UT284,Utair,2024-09-27,09:15:38,98
N4151,Ural Airlines,2024-08-26,21:04:57,225
FV1148,Rossiya,2024-11-03,12:19:50,101
U61336,S7 Airlines,2025-01-21,22:24:20,128
FV864,Red Wings,2024-07-16,02:01:11,92
S7190,Utair,2025-10-21,04:04:05,9
U688,Pobeda,2025-05-15,16:48:23,105
N4263,Rossiya,2025-09-17,01:29:48,122
DP568,S7 Airlines,2025-12-12,14:08:17,175
U61479,Pobeda,2025-04-03,11:15:35,8
WZ1390,Pobeda,2025-12-12,01:18:12,233
N41781,Aeroflot,2024-12-08,05:51:02,152
SU1132,Pobeda,2025-11-24,03:07:38,207
UT1964,Utair,2024-06-11,11:15:53,278
WZ1764,Pobeda,2024-09-18,08:47:20,185
SU1339,Nordwind,2024-03-03,00:54:45,39
UT1364,Pobeda,2024-11-21,15:40:30,38
FV340,Aeroflot,2024-08-08,13:12:06,44
UT135,S7 Airlines,2025-04-05,03:03:56,197
UT67,Rossiya,2025-08-03,03:53:08,15
DP102,Pobeda,2024-05-03,20:27:27,132
N4505,Ural Airlines,2024-05-20,05:39:51,164
S7657,S7 Airlines,2025-01-16,23:22:20,254
FV390,Aeroflot,2025-12-22,01:31:25,4
FV1920,S7 Airlines,2024-02-17,13:27:29,189
DP205,Pobeda,2025-09-12,10:50:11,195
S7844,Nordwind,2024-06-08,10:05:56,180
FV483,Red Wings,2024-04-19,00:55:03,187
FV1780,Aeroflot,2025-06-19,23:58:45,61
UT1437,S7 Airlines,2024-09-25,15:14:58,273
U6791,Nordwind,2025-03-07,06:51:10,87
FV114,Aeroflot,2025-12-23,16:57:57,209
N41545,Ural Airlines,2024-04-25,17:19:20,19
N46,Aeroflot,2024-04-27,14:56:48,294
SU1312,Aeroflot,2024-12-28,12:00:49,53
FV1835,Red Wings,2024-06-18,09:37:22,213
S7581,S7 Airlines,2024-06-14,23:56:20,141
DP1463,Pobeda,2025-12-21,16:28:50,207
S7166,Aeroflot,2025-03-12,10:31:27,271
S71970,Utair,2025-10-22,04:08:12,38
N4155,Red Wings,2025-01-10,17:11:02,4
UT1083,Nordwind,2025-04-24,15:10:35,175
S71485,Red Wings,2025-05-26,05:34:14,167
UT322,Red Wings,2024-01-11,00:39:33,60
U61858,Rossiya,2025-09-02,12:35:31,185
U61242,Nordwind,2024-10-21,11:11:04,297
S71184,S7 Airlines,2025-11-05,21:07:23,140
U6525,S7 Airlines,2024-07-15,14:23:57,234
N474,Utair,2024-05-08,00:01:48,284
S71799,Ural Airlines,2024-07-09,03:06:27,265
WZ586,Nordwind,2025-10-02,01:39:13,128
SU561,Utair,2024-07-15,18:20:01,186
WZ1881,Aeroflot,2025-02-10,23:51:20,157
S7862,Utair,2025-01-28,07:10:00,68
SU813,Aeroflot,2025-07-07,12:20:35,120
U61965,Aeroflot,2024-11-28,20:08:44,250
WZ349,Pobeda,2025-07-27,21:56:30,29
DP596,Nordwind,2024-05-12,16:22:05,143
FV1111,Aeroflot,2024-07-13,06:39:49,47
DP49,Red Wings,2024-09-18,03:55:21,129
WZ1178,S7 Airlines,2025-07-25,07:45:17,245
DP1518,S7 Airlines,2025-01-06,07:15:52,63
SU58,S7 Airlines,2025-03-28,17:56:09,65
FV798,Aeroflot,2024-03-24,23:58:34,265
WZ752,Utair,2025-12-26,02:23:50,19
U6359,Aeroflot,2025-03-07,09:26:50,184
N4506,Nordwind,2024-03-03,03:46:15,68
U61000,S7 Airlines,2025-05-02,13:04:06,202
FV30,Pobeda,2025-07-01,21:15:46,128
N41463,Utair,2024-10-27,14:16:08,58
N41644,Aeroflot,2024-11-24,07:46:56,225
UT106,Ural Airlines,2024-06-14,04:58:16,210
N4858,Aeroflot,2025-12-15,13:41:48,254
SU132,Aeroflot,2025-03-26,23:56:36,145
N41556,S7 Airlines,2025-02-25,12:26:12,61
DP46,Nordwind,2024-05-12,22:36:02,113
FV206,S7 Airlines,2025-02-12,01:39:04,188
SU1739,Ural Airlines,2024-12-21,16:55:47,242
S7155,S7 Airlines,2024-02-06,03:03:29,264
S71806,Pobeda,2025-03-09,00:14:46,59
WZ318,Nordwind,2024-07-13,11:49:38,198
N4105,Utair,2025-11-26,08:50:23,221
WZ1840,Rossiya,2024-07-13,18:35:18,21
S7877,Aeroflot,2024-10-15,14:38:57,24
S71935,S7 Airlines,2024-10-09,11:20:21,225
U6374,Ural Airlines,2025-04-24,01:00:01,268
FV372,Aeroflot,2024-01-05,23:56:56,71
UT758,Ural Airlines,2025-09-18,15:50:31,39
