Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
UT1084,Red Wings,2024-03-08,16:26:39,101
U61573,Aeroflot,2025-07-27,11:20:24,236
U61557,Aeroflot,2024-08-10,09:58:08,289
S7895,Pobeda,2025-05-22,06:34:54,173
S7156,Utair,2024-08-05,11:19:35,86
DP1413,Ural Airlines,2025-04-18,21:36:25,194
UT1182,Ural Airlines,2024-10-09,10:16:26,125
U61404,Pobeda,2025-04-12,02:30:25,142
FV1608,Nordwind,2025-11-25,08:14:48,213
UT1595,Ural Airlines,2024-03-10,18:07:26,147
FV1206,Pobeda,2024-08-27,09:01:26,36
S71772,Utair,2025-12-13,04:37:43,272
DP1546,Pobeda,2025-09-15,02:16:29,196
WZ833,Ural Airlines,2024-01-26,16:23:03,109
WZ153,Pobeda,2024-12-07,18:25:31,143
WZ1374,Red Wings,2024-03-07,13:48:22,114
U61094,Pobeda,2024-01-14,17:53:24,265
DP1691,Utair,2024-05-15,07:35:34,175
S7953,Rossiya,2025-04-01,07:16:11,152
FV1527,Utair,2025-12-04,21:30:42,274
WZ1734,Pobeda,2025-12-06,18:35:22,53
UT362,Pobeda,2024-06-09,21:18:38,9
WZ342,Ural Airlines,2025-08-25,11:30:09,82
DP665,Ural Airlines,2024-04-18,21:59:24,74
S71718,Pobeda,2024-09-24,11:11:11,274
SU1706,Ural Airlines,2024-06-26,20:44:28,299
U6589,Utair,2025-04-12,14:05:31,268
DP309,Utair,2025-11-08,00:21:31,292
FV1954,Ural Airlines,2024-07-15,18:11:21,160
WZ1391,S7 Airlines,2025-10-07,14:46:00,274
WZ877,S7 Airlines,2025-03-16,23:44:25,56
U61812,Pobeda,2025-06-20,09:30:44,198
SU410,Nordwind,2024-10-25,07:18:09,116
WZ418,Ural Airlines,2024-01-28,08:34:11,51
N4926,S7 Airlines,2024-11-16,12:11:29,293
DP1561,Aeroflot,2025-11-27,15:37:06,287
N41852,Rossiya,2025-08-21,16:13:34,176
FV1805,Red Wings,2024-12-18,21:42:32,76
DP650,Red Wings,2024-10-13,11:46:32,63
SU1663,Nordwind,2025-01-01,01:53:37,28
U61533,Utair,2025-08-02,08:26:06,74
SU162,Aeroflot,2024-02-03,07:59:41,286
U61075,Nordwind,2024-06-25,20:30:13,85
DP1399,S7 Airlines,2024-03-17,19:36:43,221
DP822,Nordwind,2024-03-20,13:36:29,162
N41602,Utair,2025-09-03,10:29:47,170
FV1547,Nordwind,2024-01-28,07:21:22,114
UT1258,Rossiya,2024-12-12,10:25:55,47
DP420,Utair,2025-06-19,16:04:19,269
FV438,Aeroflot,2025-01-16,11:23:55,143
N41160,Pobeda,2025-03-20,04:36:18,42
N41065,S7 Airlines,2024-01-04,12:29:01,86
N41467,Utair,2024-12-15,06:50:08,141
UT1457,Rossiya,2024-08-16,20:43:30,156
WZ92,Red Wings,2024-01-28,04:34:30,185
SU1943,Nordwind,2025-06-04,04:23:32,116
UT1758,Aeroflot,2024-12-26,11:19:01,11
N464,Ural Airlines,2025-12-28,13:51:33,39
FV679,Pobeda,2024-08-03,12:58:19,43
DP1475,S7 Airlines,2024-01-10,06:59:42,52
S71894,Ural Airlines,2025-02-05,10:00:45,148
WZ979,Aeroflot,2024-07-17,01:41:19,125
N41509,Pobeda,2024-03-08,19:52:00,147
UT584,Pobeda,2024-09-19,01:41:22,266
SU251,Utair,2024-06-11,20:48:06,43
N4604,Nordwind,2024-09-26,14:49:33,107
DP337,Rossiya,2025-10-27,06:54:09,21
S71883,Red Wings,2025-09-14,10:37:42,258
UT761,S7 Airlines,2024-01-03,18:05:55,246
S71243,Rossiya,2024-05-22,01:42:14,223
SU1687,Red Wings,2024-06-14,12:53:28,90
FV1352,Red Wings,2024-11-01,18:54:44,107
SU399,S7 Airlines,2025-02-05,05:09:14,249
N4629,Utair,2025-10-03,20:29:25,255
UT1645,Red Wings,2024-10-23,14:56:36,58
WZ1891,Utair,2024-06-14,18:03:21,55
UT255,Aeroflot,2025-04-24,09:41:11,283
WZ528,Aeroflot,2024-03-07,08:34:18,280
UT462,Pobeda,2025-02-02,20:13:51,137
FV218,Rossiya,2024-12-22,19:02:13,285
U6366,Pobeda,2024-11-10,12:45:51,128
S7645,Aeroflot,2024-06-05,16:31:22,280
S71726,Pobeda,2024-05-28,03:40:34,150
U6530,Nordwind,2025-08-28,04:12:32,51
UT1890,S7 Airlines,2025-07-25,02:35:11,157
S71989,Ural Airlines,2024-04-03,12:53:40,184
S71328,Pobeda,2024-07-17,05:46:21,21
WZ785,Pobeda,2025-07-11,08:17:23,241
FV107,S7 Airlines,2025-10-21,23:11:05,87
N41599,Nordwind,2024-10-11,16:05:38,233
UT692,Aeroflot,2024-01-10,12:16:39,58
SU1488,Red Wings,2024-12-23,11:23:32,96
DP432,Red Wings,2025-04-03,20:46:06,198
DP1220,Pobeda,2024-01-14,06:19:23,0
S7375,Nordwind,2024-08-16,03:25:00,121
S7189,Ural Airlines,2024-07-17,14:29:26,33
N41663,Red Wings,2024-10-05,15:14:51,74
UT1041,S7 Airlines,2024-08-05,18:49:36,212
WZ782,Rossiya,2025-04-11,16:01:36,100
WZ1778,Red Wings,2024-09-03,00:00:50,173
N41747,Nordwind,2025-05-05,22:17:29,80
DP1288,Rossiya,2024-08-27,03:47:23,129
UT1039,Nordwind,2025-06-14,16:21:19,195
S7509,Red Wings,2024-07-09,07:43:38,127
N41816,Pobeda,2024-12-07,20:49:37,48
U61895,Utair,2025-09-09,22:57:10,152
DP1795,Rossiya,2024-07-19,20:11:04,104
UT886,Pobeda,2024-09-25,04:58:02,124
UT1204,Rossiya,2024-05-12,03:41:51,28
SU1507,Ural Airlines,2024-02-12,06:43:16,227
U61015,Aeroflot,2024-08-08,00:59:19,233
UT193,S7 Airlines,2025-09-26,15:03:27,112
U61336,Ural Airlines,2025-06-25,01:19:28,156
S7991,Aeroflot,2025-04-16,09:14:07,35
DP1801,Rossiya,2025-12-03,22:17:46,192
U61945,Ural Airlines,2025-10-07,10:27:37,186
FV737,Aeroflot,2024-10-21,14:47:39,289
UT1180,Red Wings,2024-10-16,10:23:38,106
WZ1008,Utair,2024-09-27,00:53:43,194
SU1752,Nordwind,2024-01-16,18:34:41,113
U61331,Ural Airlines,2024-09-02,14:58:43,212
N41704,Utair,2024-03-01,16:55:50,71
DP1098,S7 Airlines,2025-09-28,15:37:54,12
DP661,S7 Airlines,2025-12-17,17:21:18,153
S71489,Ural Airlines,2025-02-06,09:23:31,166
SU1469,Pobeda,2024-07-19,23:17:01,191
UT25,Utair,2025-03-17,13:08:46,223
DP1686,Pobeda,2024-11-07,15:39:50,249
N4398,Utair,2025-11-28,06:30:19,232
SU736,Ural Airlines,2025-04-12,01:58:31,242
S71940,Rossiya,2024-12-11,19:59:27,299
DP1153,Pobeda,2024-08-28,16:18:52,219
DP1695,Ural Airlines,2025-01-13,15:56:25,211
WZ887,Aeroflot,2025-08-08,05:38:21,48
FV1731,Rossiya,2024-10-21,08:16:35,241
DP1872,Aeroflot,2024-05-05,05:02:55,209
WZ1318,Aeroflot,2025-12-16,19:03:08,187
FV1636,Rossiya,2024-09-07,06:00:19,193
N41804,Ural Airlines,2024-04-26,15:33:10,285
FV1699,S7 Airlines,2024-01-11,10:41:09,137
DP1763,Rossiya,2024-12-06,12:03:55,151
S71268,Ural Airlines,2024-10-13,13:53:18,239
U61276,Aeroflot,2025-03-23,05:48:06,241
DP1688,S7 Airlines,2024-07-01,22:53:23,257
UT56,Rossiya,2025-05-13,19:57:57,141
S71129,Nordwind,2024-11-21,22:55:00,120
UT817,Ural Airlines,2025-07-28,20:55:15,255
DP126,Nordwind,2024-12-23,01:40:37,258
S71915,Aeroflot,2024-03-06,08:25:48,181
FV1383,Rossiya,2025-08-14,14:41:45,127
SU1352,Nordwind,2025-07-04,08:19:50,78
U6650,Pobeda,2024-01-14,13:21:30,299
U61086,Utair,2025-12-03,08:05:05,266
S7417,S7 Airlines,2025-03-25,21:19:26,158
DP1230,Utair,2024-01-20,17:20:19,86
FV1540,Rossiya,2025-04-16,14:29:31,60
U6711,Aeroflot,2024-01-11,22:39:01,137
U6171,Red Wings,2024-04-24,08:50:20,275
WZ635,Utair,2024-02-04,01:37:33,80
UT1827,Nordwind,2025-06-01,17:32:55,20
DP1024,Red Wings,2024-06-18,18:04:56,160
UT478,Aeroflot,2024-03-23,16:16:56,284
N41985,Rossiya,2025-11-28,12:55:50,64
SU828,Nordwind,2024-01-27,00:18:58,263
U61762,Utair,2024-01-25,01:54:08,37
S7717,S7 Airlines,2025-04-07,16:15:38,100
U61356,Rossiya,2024-09-16,17:31:06,183
N41501,S7 Airlines,2025-07-07,08:34:52,184
FV1442,Red Wings,2024-11-16,01:54:56,172
S7558,S7 Airlines,2025-01-01,16:15:41,190
SU1897,Rossiya,2025-07-05,21:39:51,148
FV294,Pobeda,2025-10-14,04:04:33,259
S7737,S7 Airlines,2025-08-11,07:20:53,293
WZ1573,Rossiya,2025-03-15,03:59:35,235
N41790,Utair,2024-02-05,22:41:15,276
WZ173,Aeroflot,2024-11-26,15:20:17,182
UT872,Pobeda,2025-07-06,19:06:14,19
N4964,Ural Airlines,2024-03-23,23:04:47,152
N4131,Rossiya,2024-10-18,14:44:02,133
WZ727,S7 Airlines,2025-07-01,20:03:56,160
N41118,Ural Airlines,2025-03-24,05:58:05,281
U6805,Rossiya,2025-01-06,00:54:43,236
SU680,Red Wings,2025-10-05,17:00:44,256
UT1744,Red Wings,2025-07-22,19:52:21,38
WZ1845,Aeroflot,2024-04-14,08:00:35,92
UT1674,Rossiya,2024-04-21,13:39:46,300
DP1361,Red Wings,2024-03-08,10:31:07,120
S7228,S7 Airlines,2025-12-16,03:36:52,56
S71691,Utair,2024-11-20,11:21:23,82
S71493,Red Wings,2024-10-03,21:47:40,17
DP1879,Ural Airlines,2024-02-06,20:24:36,235
FV1489,Red Wings,2024-02-24,10:17:08,252
SU1455,Ural Airlines,2025-07-19,04:14:50,43
DP48,Aeroflot,2025-06-05,08:01:50,157
FV1417,Nordwind,2024-06-02,21:54:16,282
U6535,Red Wings,2024-04-22,11:56:53,260
S71192,S7 Airlines,2024-08-14,05:12:15,236
FV1591,Red Wings,2024-10-13,06:37:35,148
N41175,Red Wings,2024-08-23,19:33:15,267
DP1296,Aeroflot,2024-08-23,12:32:51,48
N4525,Red Wings,2025-08-07,21:32:54,16
N41993,S7 Airlines,2024-09-01,06:00:44,270
S7327,Utair,2025-05-27,19:47:09,284
S71875,Rossiya,2024-06-09,09:05:44,280
DP1025,Nordwind,2024-06-11,09:40:18,284
FV1972,S7 Airlines,2024-01-11,07:34:22,207
U61186,Utair,2024-10-24,22:18:41,138
S7834,Ural Airlines,2024-01-12,19:02:35,273
UT1129,Red Wings,2024-11-06,18:59:41,82
S71831,Ural Airlines,2025-11-15,22:42:33,48
UT1002,Aeroflot,2024-03-19,14:07:50,21
FV59,Rossiya,2024-06-19,02:57:10,99
N4365,Nordwind,2024-10-04,07:38:02,49
S763,Rossiya,2025-02-05,01:10:57,187
U61679,S7 Airlines,2024-09-26,22:23:11,91
N41321,Ural Airlines,2024-01-03,11:01:09,29
U61323,Rossiya,2024-08-14,18:52:54,138
UT1878,Ural Airlines,2024-04-10,07:28:19,20
FV1105,Aeroflot,2024-10-03,11:03:15,221
U61959,Utair,2024-08-15,15:07:26,106
DP1627,Pobeda,2025-09-07,05:23:55,209
N4934,Aeroflot,2025-05-14,06:30:38,36
N4472,S7 Airlines,2024-01-08,02:11:18,198
S7142,Pobeda,2025-12-01,11:03:52,280
S71051,Ural Airlines,2024-01-13,15:21:28,207
UT1384,Aeroflot,2024-12-17,21:08:25,202
U61397,Pobeda,2024-07-25,12:12:39,287
WZ1895,Pobeda,2025-07-22,14:43:29,298
S7940,Aeroflot,2025-08-11,00:50:56,148
N472,Aeroflot,2024-04-20,07:05:29,44
WZ1001,Red Wings,2025-03-27,05:42:23,287
UT843,Red Wings,2025-10-16,15:02:59,248
WZ100,S7 Airlines,2025-04-22,22:29:19,101
U6673,Pobeda,2025-07-02,19:45:45,12
N4107,Nordwind,2024-08-14,19:08:31,138
S728,Pobeda,2025-09-05,06:10:42,95
DP1619,Pobeda,2025-05-09,00:24:01,152
WZ1067,S7 Airlines,2024-11-16,21:46:33,256
FV213,S7 Airlines,2024-12-18,03:20:07,216
N4862,S7 Airlines,2024-03-09,21:13:15,98
SU902,Utair,2024-08-16,10:13:35,281
S754,S7 Airlines,2025-02-16,06:51:42,200
N4721,Pobeda,2024-11-27,22:19:16,75
WZ1593,Rossiya,2025-11-11,20:00:27,273
U61793,Pobeda,2024-12-16,06:27:15,170
SU65,S7 Airlines,2024-03-07,21:44:49,59
DP211,Red Wings,2025-01-16,03:23:49,284
U6233,Pobeda,2025-11-25,10:53:32,108
S71339,Utair,2024-04-17,16:03:17,114
N41544,Nordwind,2024-07-15,17:57:18,142
N4617,Rossiya,2024-02-24,01:30:36,272
S7409,S7 Airlines,2024-09-14,10:28:35,149
N41799,Red Wings,2024-05-02,05:57:44,181
SU1216,S7 Airlines,2025-12-19,16:54:07,48
UT1555,Utair,2024-09-15,10:18:28,161
S71300,Rossiya,2025-07-28,07:38:09,21
WZ1740,Nordwind,2024-05-21,22:37:12,33
DP101,Utair,2024-07-25,09:54:09,191
N41357,S7 Airlines,2024-06-07,13:24:36,43
UT1255,Nordwind,2024-10-20,00:12:42,118
WZ915,Ural Airlines,2024-12-09,14:22:03,69
N4254,Pobeda,2025-12-12,10:29:04,288
DP1713,Utair,2024-12-03,00:02:10,208
UT1735,Rossiya,2024-05-03,15:25:33,59
UT235,Rossiya,2024-10-13,17:51:16,142
SU1465,Pobeda,2025-08-27,13:28:39,77
DP1086,Aeroflot,2024-07-26,17:56:52,274
N4727,Pobeda,2024-07-11,09:28:54,213
S7378,Nordwind,2024-04-06,11:53:56,51
WZ762,Pobeda,2024-10-16,23:54:10,148
U61357,Aeroflot,2024-10-24,06:35:17,82
FV2,Pobeda,2025-04-20,09:37:32,67
UT146,Ural Airlines,2024-07-16,07:37:31,12
N4783,Ural Airlines,2025-04-09,02:30:53,250
UT1680,Aeroflot,2024-01-02,22:29:39,268
UT1989,Pobeda,2025-06-23,23:09:04,57
UT646,Ural Airlines,2024-10-05,09:08:24,267
DP997,Red Wings,2024-10-17,00:06:23,280
WZ1248,S7 Airlines,2025-01-25,14:28:39,176
FV1507,Rossiya,2024-05-21,02:07:26,53
U625,Rossiya,2024-10-03,18:43:49,249
WZ1591,Pobeda,2024-02-22,22:55:04,259
SU1952,Aeroflot,2024-05-03,18:29:37,129
FV286,S7 Airlines,2024-07-27,21:08:06,26
WZ1671,Utair,2025-06-13,20:31:39,79
DP1846,Red Wings,2025-09-08,14:32:36,170
N41516,S7 Airlines,2025-04-13,17:59:39,89
SU307,Pobeda,2024-10-05,19:53:31,209
WZ663,S7 Airlines,2024-03-13,01:07:41,88
DP1163,Pobeda,2025-03-20,10:02:23,145
UT322,Ural Airlines,2024-11-05,14:43:32,85
FV1294,Nordwind,2025-09-15,05:20:26,203
FV447,Red Wings,2025-10-07,05:40:59,55
UT1183,Ural Airlines,2025-07-05,08:20:38,18
UT1638,Nordwind,2024-03-14,18:34:12,155
DP303,Rossiya,2025-08-04,03:05:50,300
WZ1513,Rossiya,2024-01-27,14:50:40,243
UT512,Nordwind,2024-10-06,07:09:25,101
S71424,Pobeda,2025-07-28,01:02:00,6
N4104,S7 Airlines,2024-12-21,22:41:37,127
UT594,Pobeda,2025-07-12,02:26:33,249
N41644,Aeroflot,2024-10-14,01:22:36,46
S725,Rossiya,2025-12-15,21:59:39,94
S71416,Ural Airlines,2025-10-24,14:04:03,298
N41572,Aeroflot,2024-05-25,21:45:12,173
U6115,S7 Airlines,2024-07-01,13:04:00,219
FV833,Aeroflot,2025-02-26,07:44:53,59
DP626,Aeroflot,2024-02-08,20:25:39,174
