Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
FV1015,Utair,2025-05-01,13:58:07,275
DP1429,Rossiya,2024-08-18,14:53:32,251
DP227,Aeroflot,2025-02-23,16:29:57,0
N4633,S7 Airlines,2025-11-18,12:00:39,135
N41806,Utair,2025-06-07,09:17:47,136
UT1827,Rossiya,2024-10-24,04:53:26,137
DP1647,Utair,2025-02-10,14:32:27,38
UT28,Utair,2024-04-24,06:20:18,40
FV1475,S7 Airlines,2025-07-01,16:10:40,118
DP553,Rossiya,2024-07-27,17:43:25,206
FV1149,Utair,2025-08-02,08:32:44,212
FV558,Rossiya,2025-01-02,01:16:16,162
N4684,S7 Airlines,2025-09-21,04:15:28,8
SU1046,Aeroflot,2024-04-18,02:05:21,178
S7694,S7 Airlines,2024-02-13,23:15:54,101
WZ633,Utair,2024-01-27,15:22:44,264
S7922,Nordwind,2024-08-12,05:11:13,66
FV1797,Red Wings,2025-01-28,09:15:20,58
UT1081,S7 Airlines,2024-12-12,13:03:05,186
FV1401,Aeroflot,2024-01-22,22:20:42,61
SU901,Aeroflot,2025-04-04,03:29:48,277
UT603,Aeroflot,2025-10-04,21:56:20,153
U61697,Red Wings,2025-01-22,20:10:47,292
DP283,Nordwind,2024-05-23,13:51:13,25
UT512,Ural Airlines,2025-11-07,08:39:06,5
SU154,Pobeda,2025-01-08,09:34:25,141
DP1548,Ural Airlines,2025-01-04,07:10:23,232
S7797,Pobeda,2025-09-06,22:50:41,3
WZ549,Ural Airlines,2025-03-21,18:00:25,83
N4505,Red Wings,2024-04-14,17:59:32,167
SU573,S7 Airlines,2025-06-17,17:05:48,200
UT1284,Utair,2025-03-15,18:48:20,223
FV408,Rossiya,2024-04-08,22:33:47,107
N41506,Rossiya,2024-08-16,03:58:30,21
WZ1131,Pobeda,2024-03-01,02:09:01,172
SU1436,Nordwind,2024-12-11,23:29:49,256
DP1832,Red Wings,2024-05-07,01:06:15,0
DP1989,Aeroflot,2024-01-17,13:11:15,294
UT687,Ural Airlines,2025-10-05,11:18:12,3
UT279,S7 Airlines,2025-01-06,14:26:22,18
UT1838,Aeroflot,2025-11-15,02:19:19,37
FV1429,Utair,2024-04-11,19:05:17,29
N4192,Rossiya,2025-01-23,08:10:16,171
FV915,Rossiya,2025-01-13,22:10:51,218
DP1505,Ural Airlines,2024-07-11,18:01:57,287
FV530,Red Wings,2024-10-04,08:38:53,180
UT152,Nordwind,2025-01-20,22:19:19,258
DP982,Rossiya,2024-03-11,22:07:06,251
U6534,Aeroflot,2024-02-03,23:08:12,177
U61837,S7 Airlines,2025-06-10,21:02:59,85
N41324,Red Wings,2025-09-11,20:31:45,138
N41451,Pobeda,2025-07-20,00:35:17,184
S71254,Ural Airlines,2024-03-26,04:57:36,78
FV1650,Utair,2024-01-18,13:32:58,274
U6382,Utair,2025-07-08,20:16:32,156
SU800,Rossiya,2024-01-02,08:04:37,65
U61639,Pobeda,2025-02-26,02:15:31,84
DP361,Ural Airlines,2024-09-15,04:54:48,4
DP269,Aeroflot,2025-06-20,02:29:50,217
UT1140,Nordwind,2024-11-20,20:44:54,29
N4640,Aeroflot,2024-02-09,21:08:33,222
FV413,Nordwind,2025-05-04,12:01:04,122
DP731,Nordwind,2025-10-15,07:36:14,124
FV510,Aeroflot,2025-07-17,14:47:10,202
UT1712,S7 Airlines,2024-03-28,04:32:33,22
FV1030,Ural Airlines,2025-04-25,19:51:34,266
U6724,Ural Airlines,2024-09-16,03:12:34,179
N4608,Utair,2025-04-11,18:00:01,2
N41869,Ural Airlines,2024-12-03,03:40:40,127
SU745,Pobeda,2025-10-08,17:49:42,110
WZ1785,Red Wings,2025-06-07,19:49:53,259
WZ748,Rossiya,2024-05-02,13:46:30,112
WZ806,Rossiya,2024-05-11,11:34:42,43
N41194,Utair,2024-01-11,11:03:16,114
U6134,Aeroflot,2024-01-01,14:57:12,241
SU1919,Rossiya,2025-02-14,01:32:17,267
SU782,S7 Airlines,2024-04-15,10:48:40,278
SU284,Rossiya,2024-06-20,17:24:23,71
N41947,Aeroflot,2025-08-03,03:33:52,234
UT1808,Rossiya,2024-10-27,10:40:40,181
SU1696,Pobeda,2025-01-04,05:21:19,188
N4641,Nordwind,2024-07-12,10:42:26,206
S71516,Rossiya,2024-12-11,16:03:28,205
U61589,Utair,2025-02-07,00:01:50,207
WZ1880,Aeroflot,2025-04-20,18:33:57,60
N41796,Ural Airlines,2024-01-03,04:19:04,211
FV1715,Rossiya,2025-03-18,08:52:45,278
FV1049,Aeroflot,2024-10-04,02:55:24,146
N4552,Rossiya,2025-04-02,14:47:31,191
UT1111,Rossiya,2025-12-28,00:05:58,216
S7146,Aeroflot,2025-06-02,01:43:52,39
U61935,S7 Airlines,2024-03-01,02:32:12,190
N41921,Utair,2025-12-16,23:21:40,194
N4372,Pobeda,2025-04-10,16:58:54,138
UT951,Aeroflot,2025-11-23,21:06:00,193
WZ1457,Aeroflot,2025-01-21,09:13:02,16
DP540,Aeroflot,2025-01-09,04:42:08,213
WZ1438,S7 Airlines,2025-11-19,02:17:35,29
S7257,Pobeda,2025-05-05,08:37:51,10
UT1227,S7 Airlines,2025-03-25,11:49:49,156
SU1827,Utair,2024-04-17,14:22:58,186
WZ750,Rossiya,2024-04-01,19:11:21,218
N41550,Aeroflot,2024-12-24,05:19:38,16
S71514,Pobeda,2025-12-08,20:15:27,184
S7256,Red Wings,2025-08-16,05:57:26,220
UT59,Rossiya,2024-06-12,09:42:21,166
FV716,Aeroflot,2025-04-21,04:54:16,7
UT489,S7 Airlines,2025-02-04,01:16:05,123
SU1469,Rossiya,2024-06-04,15:08:57,148
DP1283,Rossiya,2024-11-26,12:05:11,152
WZ1163,Rossiya,2025-01-23,09:33:33,148
S7802,S7 Airlines,2025-04-26,01:21:54,195
FV1661,Aeroflot,2025-08-13,20:14:58,192
UT230,Nordwind,2024-03-24,16:19:40,165
SU1038,Red Wings,2025-10-12,03:06:27,299
SU250,Red Wings,2024-06-14,20:32:11,277
S71143,Nordwind,2025-10-01,10:55:07,159
N41162,Aeroflot,2024-02-11,00:23:41,87
WZ1306,Pobeda,2025-11-23,23:51:11,284
U6859,Pobeda,2024-09-15,21:17:56,154
S7730,Rossiya,2025-10-14,04:19:00,270
UT1899,Red Wings,2025-06-26,23:35:21,178
DP675,Pobeda,2024-01-13,17:34:42,54
SU1561,Nordwind,2025-12-24,22:04:25,173
DP423,S7 Airlines,2025-10-18,06:53:37,189
SU41,Aeroflot,2024-05-28,11:00:49,50
SU201,Red Wings,2025-08-18,09:37:54,77
SU1384,Utair,2025-12-25,13:13:19,117
S71649,Rossiya,2025-06-21,20:49:13,242
DP1157,Utair,2025-12-02,13:13:33,251
DP918,Utair,2024-09-16,04:28:32,168
S7710,Aeroflot,2024-10-22,09:36:30,243
UT168,Aeroflot,2025-01-20,11:37:10,117
U6552,Red Wings,2024-07-25,00:59:45,296
UT1497,Utair,2025-05-04,09:00:42,216
WZ1423,S7 Airlines,2024-05-17,01:33:00,139
DP1153,Pobeda,2024-06-28,06:33:39,221
WZ580,Red Wings,2025-03-06,18:42:25,266
DP1911,Nordwind,2024-11-09,22:57:31,235
N4876,Utair,2024-08-11,09:26:10,198
WZ739,Nordwind,2024-09-15,02:19:00,15
S7566,S7 Airlines,2024-06-13,11:49:52,27
FV1498,Ural Airlines,2024-04-12,10:04:12,130
SU1307,Pobeda,2024-04-19,11:43:21,30
DP1201,Utair,2025-04-13,10:53:12,102
U61047,Nordwind,2025-02-22,13:54:08,237
DP1788,Pobeda,2024-12-12,10:07:44,124
SU1898,S7 Airlines,2024-06-18,19:39:58,145
FV1179,S7 Airlines,2024-07-25,21:45:05,159
N41361,Nordwind,2025-04-19,12:44:12,95
SU307,Aeroflot,2025-12-22,09:54:08,85
U61021,Red Wings,2024-05-02,07:41:34,166
S71264,Aeroflot,2025-03-10,16:44:41,241
DP1737,S7 Airlines,2025-04-24,06:05:22,276
WZ453,Red Wings,2025-05-16,23:40:55,5
DP923,Utair,2024-12-02,17:38:35,200
FV1439,S7 Airlines,2024-01-24,06:38:22,257
UT674,S7 Airlines,2024-10-13,01:31:32,115
UT1523,Aeroflot,2025-02-10,21:04:55,126
SU817,S7 Airlines,2025-05-07,08:43:59,272
FV1074,S7 Airlines,2025-10-15,18:16:09,259
UT1706,Pobeda,2025-12-24,19:40:00,35
DP290,Ural Airlines,2024-07-05,04:34:29,268
DP1419,Aeroflot,2024-01-10,17:17:04,262
DP24,Aeroflot,2024-06-09,05:47:55,18
DP864,Nordwind,2025-02-07,13:46:01,290
WZ1972,Nordwind,2025-10-13,05:43:16,2
S776,Utair,2024-12-08,07:00:56,123
UT1781,Nordwind,2024-04-18,02:28:28,2
S7678,Aeroflot,2024-09-28,04:24:06,58
DP1185,S7 Airlines,2025-08-08,14:13:51,59
SU6,S7 Airlines,2025-03-08,15:19:08,180
SU1800,Red Wings,2025-01-02,23:43:07,117
WZ1836,S7 Airlines,2024-02-22,23:41:11,288
DP955,S7 Airlines,2024-08-19,23:00:31,79
DP151,Red Wings,2024-08-26,09:31:25,223
SU1053,Ural Airlines,2024-06-27,00:32:01,49
S7814,Red Wings,2025-01-25,22:23:57,97
S7771,Pobeda,2025-04-16,13:29:17,42
U61722,Utair,2025-04-11,03:15:21,225
SU287,Aeroflot,2024-03-17,18:42:46,67
DP1633,Pobeda,2024-08-20,16:15:33,150
S71561,Pobeda,2025-06-25,16:52:09,258
N4263,Ural Airlines,2024-05-03,05:29:37,201
FV408,Rossiya,2024-06-26,05:03:43,264
WZ1075,Nordwind,2024-05-12,19:56:02,132
S7690,Nordwind,2024-04-09,12:13:45,5
WZ1625,S7 Airlines,2025-04-24,23:57:46,125
S71777,Ural Airlines,2025-12-08,13:24:40,122
S7406,Utair,2025-02-13,06:43:16,125
DP1616,S7 Airlines,2024-03-05,05:14:56,293
N4138,Nordwind,2025-06-03,01:12:38,158
UT1045,Pobeda,2024-10-28,22:32:58,204
N41771,Nordwind,2025-02-01,14:45:41,205
FV1174,Red Wings,2025-08-16,05:01:09,0
N4229,Red Wings,2025-04-21,06:59:59,42
N41679,Rossiya,2025-09-03,17:25:18,261
FV366,Utair,2024-10-28,09:19:32,45
WZ368,Utair,2024-02-19,00:58:47,6
DP1571,Nordwind,2024-02-13,01:03:59,255
DP1152,Rossiya,2024-04-18,03:34:37,98
UT1659,Nordwind,2024-12-13,18:21:41,220
U6712,Rossiya,2024-10-05,03:05:53,34
N41071,Aeroflot,2024-05-15,01:47:32,75
N4732,Pobeda,2025-01-23,07:31:47,134
FV1986,Pobeda,2024-12-13,19:16:58,44
FV1888,Nordwind,2024-10-19,22:26:32,43
U6907,Nordwind,2025-05-10,00:17:03,37
UT1352,S7 Airlines,2024-08-01,00:15:01,166
S71795,Ural Airlines,2025-05-23,17:21:01,262
DP1803,Aeroflot,2024-01-21,18:17:10,20
DP1911,Aeroflot,2024-11-05,23:25:19,142
DP984,Red Wings,2024-10-20,10:10:55,61
SU1075,Pobeda,2024-06-20,09:55:24,299
S71470,S7 Airlines,2024-01-08,22:04:24,43
FV1740,Aeroflot,2024-10-15,07:44:51,276
DP1557,S7 Airlines,2025-08-04,17:21:09,98
DP1905,Red Wings,2025-11-22,17:13:01,195
UT857,Utair,2025-01-07,01:52:50,200
WZ694,Nordwind,2025-12-08,07:24:32,296
DP1872,Aeroflot,2024-10-13,13:20:34,244
SU689,Ural Airlines,2025-04-11,01:20:15,128
S71013,Red Wings,2025-08-14,04:35:34,223
WZ1635,Utair,2024-09-25,03:55:08,72
WZ795,Rossiya,2024-03-04,03:09:55,182
DP1783,S7 Airlines,2025-02-25,06:53:11,290
U61188,Rossiya,2025-03-05,20:35:52,2
N4282,Red Wings,2025-10-02,18:52:15,284
SU15,Pobeda,2025-04-28,01:59:22,76
SU142,S7 Airlines,2025-02-18,06:48:27,180
U61139,Red Wings,2025-04-26,06:30:59,172
FV1277,Ural Airlines,2025-06-06,09:18:05,249
WZ97,Pobeda,2025-10-10,02:48:36,176
S71044,Pobeda,2024-04-16,02:10:46,255
DP868,Utair,2024-09-04,22:45:18,27
SU1504,Utair,2025-08-15,09:36:03,8
SU1259,Utair,2025-11-01,20:15:49,114
U61515,Pobeda,2025-10-25,19:59:41,149
FV27,Nordwind,2025-03-21,00:07:30,43
WZ1471,Ural Airlines,2025-11-25,12:04:40,134
UT479,Ural Airlines,2025-04-20,04:53:47,128
N41353,Red Wings,2024-11-15,08:39:46,219
U61449,Nordwind,2024-10-05,02:59:19,210
DP102,Rossiya,2024-11-19,03:58:39,0
SU624,S7 Airlines,2025-01-18,11:12:39,225
FV754,Nordwind,2024-05-26,10:50:47,85
SU1297,Aeroflot,2025-12-16,12:41:05,159
S7342,Rossiya,2024-03-09,19:29:06,36
U6152,Rossiya,2024-02-22,01:44:30,1
FV468,Pobeda,2025-08-11,18:12:24,162
FV364,Aeroflot,2025-02-05,07:15:10,255
UT1297,Rossiya,2024-07-01,14:09:33,31
UT1949,S7 Airlines,2024-05-12,05:23:50,165
U61519,Utair,2025-10-21,15:12:06,47
FV578,Pobeda,2025-05-16,14:33:50,100
FV489,S7 Airlines,2024-04-20,02:14:50,49
UT995,Nordwind,2024-12-22,18:44:35,157
N41193,Red Wings,2024-09-01,06:55:46,299
SU1998,Ural Airlines,2025-02-15,19:00:54,194
U668,Rossiya,2025-10-28,09:45:42,125
S71439,Red Wings,2025-12-17,18:13:31,257
UT1387,Nordwind,2025-12-03,20:23:00,144
DP951,Aeroflot,2024-01-18,09:03:07,168
S7943,Pobeda,2025-11-15,19:59:33,50
U61576,Ural Airlines,2025-02-15,11:14:38,75
N41916,Utair,2024-04-19,03:55:08,149
FV1478,Utair,2025-10-26,16:34:28,105
WZ419,Red Wings,2025-04-17,06:56:46,44
FV884,Pobeda,2024-11-05,10:45:38,25
DP612,Utair,2025-10-23,01:54:45,16
DP757,Pobeda,2024-07-06,11:50:48,16
UT1146,Aeroflot,2024-06-28,15:57:14,110
WZ97,S7 Airlines,2025-12-02,02:46:14,64
SU1035,Red Wings,2025-08-13,13:20:12,297
UT1206,Aeroflot,2024-08-06,07:20:00,1
SU1758,Ural Airlines,2024-02-03,12:35:52,104
FV1969,S7 Airlines,2024-03-12,03:17:54,44
UT887,Pobeda,2025-07-18,18:05:26,207
U6501,Rossiya,2024-10-21,08:36:21,168
DP1849,Rossiya,2024-03-25,17:20:33,75
FV822,Nordwind,2024-10-09,15:10:10,250
N41628,S7 Airlines,2025-05-12,18:38:22,7
DP1811,Aeroflot,2024-01-12,01:39:32,184
FV1783,Pobeda,2024-09-10,08:19:11,77
SU1176,Red Wings,2025-11-19,19:55:37,265
N41194,Aeroflot,2024-11-27,02:57:20,228
WZ374,Ural Airlines,2025-07-12,01:39:04,186
N4522,Aeroflot,2025-09-22,15:46:51,285
SU1905,Pobeda,2024-04-03,09:20:42,193
N41975,Red Wings,2024-08-17,14:25:23,105
SU1644,S7 Airlines,2025-11-27,22:35:10,168
N41698,Red Wings,2025-04-09,05:32:04,145
U6796,Utair,2025-03-15,01:39:18,270
DP969,Utair,2025-01-10,23:53:40,229
WZ1405,Utair,2025-08-23,08:15:27,94
U6184,Pobeda,2025-09-12,19:52:06,167
SU783,Nordwind,2024-05-28,02:28:15,287
UT1300,Nordwind,2025-08-02,15:55:04,136
DP87,Utair,2025-07-12,15:12:02,281
S7168,Aeroflot,2024-05-15,04:22:10,266
U6332,Utair,2025-11-26,22:04:30,152
DP1279,Red Wings,2025-04-22,04:33:30,80
U61841,S7 Airlines,2025-01-26,16:52:47,201
DP41,Pobeda,2024-03-25,17:28:17,213
WZ318,Nordwind,2025-04-01,01:37:23,211
S71289,Rossiya,2025-09-19,09:22:54,83
WZ402,Rossiya,2024-04-09,23:01:51,62
WZ1283,Nordwind,2024-02-04,16:47:22,221
WZ832,Rossiya,2025-08-08,23:11:27,75
DP597,Utair,2024-04-28,22:57:45,214
WZ479,Nordwind,2025-01-26,15:53:27,203
SU1064,Utair,2024-08-14,15:44:18,237
FV1992,Rossiya,2024-04-26,13:47:11,107
WZ1083,Utair,2024-02-12,04:35:39,78
FV86,Ural Airlines,2025-02-27,03:41:33,86
S71764,S7 Airlines,2024-02-07,06:58:27,93
SU676,Ural Airlines,2024-06-10,05:19:01,18
SU106,Ural Airlines,2024-01-27,19:13:55,33
UT1512,S7 Airlines,2024-03-13,11:15:36,147
FV435,Aeroflot,2025-08-16,07:59:00,228
FV239,Rossiya,2025-02-04,11:44:26,82
S71238,Utair,2025-08-23,05:41:31,51
SU1402,Red Wings,2024-04-24,02:32:09,111
DP131,Pobeda,2025-06-17,14:29:34,179
DP221,Rossiya,2025-03-23,20:54:37,262
WZ1955,S7 Airlines,2025-08-09,15:02:08,260
N41389,Nordwind,2025-10-25,14:03:09,300
S7590,S7 Airlines,2024-04-20,07:46:03,250
FV52,Nordwind,2024-06-19,13:32:21,169
U6422,Red Wings,2025-03-15,01:55:24,19
N41763,Utair,2025-07-24,00:19:07,121
N462,Rossiya,2025-01-09,21:25:53,285
SU36,S7 Airlines,2025-06-01,10:36:05,15
FV259,Rossiya,2024-11-16,03:10:24,61
N4354,Red Wings,2025-11-25,20:11:44,15
UT1339,Ural Airlines,2024-01-16,06:33:29,284
S71460,Red Wings,2024-09-27,00:48:32,261
S71826,Nordwind,2025-02-25,17:06:16,60
FV1189,Rossiya,2024-02-10,13:31:53,266
WZ44,Pobeda,2025-08-13,05:03:55,0
SU57,Rossiya,2025-06-14,10:01:51,127
WZ1326,Rossiya,2025-10-24,13:18:13,73
UT340,Utair,2025-02-22,01:28:55,17
FV1781,Nordwind,2024-07-23,06:59:33,247
N4961,Rossiya,2024-02-27,21:34:29,215
FV133,S7 Airlines,2024-11-17,08:05:21,185
S7111,Nordwind,2025-02-18,00:39:58,129
S745,Ural Airlines,2024-08-08,00:19:55,219
WZ1308,Red Wings,2024-07-02,19:17:37,265
DP1328,Pobeda,2025-09-14,09:59:43,216
FV560,S7 Airlines,2025-05-25,18:18:21,61
U6935,S7 Airlines,2025-05-17,06:56:04,103
SU1204,Red Wings,2025-10-09,21:45:43,220
S7779,Aeroflot,2025-04-20,23:56:13,28
FV1892,Ural Airlines,2025-01-27,15:47:54,55
U61939,Utair,2024-02-01,12:05:46,34
SU1002,Nordwind,2024-03-09,11:19:27,130
S71851,Aeroflot,2025-09-21,13:00:46,44
N41228,Rossiya,2024-11-24,08:41:17,71
N41589,Red Wings,2025-11-24,00:53:55,254
SU407,Utair,2024-02-02,06:15:29,237
N41049,Aeroflot,2025-04-07,10:39:19,13
DP1817,Pobeda,2024-10-14,23:30:23,73
U6424,Rossiya,2024-12-23,10:32:59,270
DP109,Pobeda,2024-03-13,02:48:23,265
U6532,Ural Airlines,2025-06-17,06:36:13,288
UT1313,Nordwind,2025-04-03,00:09:14,49
U6503,Aeroflot,2024-01-08,09:57:58,162
U61644,Pobeda,2025-06-23,08:38:30,105
FV1921,S7 Airlines,2025-01-20,06:21:27,40
U61057,Red Wings,2025-09-04,03:20:58,1
DP665,Rossiya,2024-06-07,06:04:22,172
DP749,S7 Airlines,2024-07-26,00:31:44,230
SU1945,Aeroflot,2025-05-06,13:37:14,85
SU1516,Nordwind,2024-08-05,11:10:45,9
N41951,Ural Airlines,2024-01-22,03:45:58,42
N41193,Ural Airlines,2025-09-16,23:35:59,195
FV475,Nordwind,2024-01-21,20:25:03,273
DP1233,Aeroflot,2025-12-17,12:19:22,295
DP1828,Utair,2025-05-10,10:50:19,296
DP609,Red Wings,2025-05-28,20:36:20,9
S71333,Pobeda,2024-02-16,15:53:32,44
N41853,Rossiya,2024-02-18,09:54:03,111
WZ1847,Red Wings,2024-12-02,00:20:04,122
SU458,Nordwind,2025-12-18,15:22:14,185
DP723,Ural Airlines,2025-02-13,17:52:18,28
FV1621,Utair,2024-05-13,05:25:44,288
SU1723,Rossiya,2025-06-24,22:59:56,58
FV1056,Red Wings,2024-07-01,02:26:06,63
SU840,S7 Airlines,2025-02-13,07:40:47,140
U6456,Nordwind,2025-08-24,15:13:50,135
U61413,Rossiya,2025-04-17,18:43:49,64
U61001,Aeroflot,2024-02-14,06:37:43,57
FV1736,Utair,2024-11-08,22:15:17,270
U61439,Aeroflot,2025-10-07,22:31:41,166
WZ1272,Rossiya,2025-01-10,14:17:45,101
WZ1066,Rossiya,2025-03-08,17:30:08,174
