Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
S71765,Utair,2025-02-18,02:45:50,19
S71864,Red Wings,2024-12-04,14:06:13,160
UT1636,Ural Airlines,2025-08-22,01:55:55,265
WZ773,Utair,2025-03-10,23:32:12,149
S7511,Utair,2025-07-25,19:30:44,285
UT856,Utair,2024-01-09,02:03:34,184
N4132,Red Wings,2025-04-15,04:11:47,248
N4347,Ural Airlines,2024-01-18,23:55:03,163
UT939,Pobeda,2024-10-21,11:03:02,232
S7208,Pobeda,2024-01-25,07:23:27,22
N4323,Rossiya,2024-04-18,12:37:55,158
DP347,Pobeda,2025-06-11,23:51:38,70
S71954,Ural Airlines,2024-05-03,06:59:51,298
N41296,Aeroflot,2024-10-02,12:21:31,259
SU1865,Nordwind,2024-04-16,21:37:39,264
UT1636,Aeroflot,2024-12-09,09:08:47,213
SU809,Ural Airlines,2025-07-26,10:23:42,282
UT489,Aeroflot,2025-10-10,19:01:30,140
FV1654,Nordwind,2025-08-22,18:04:50,171
SU1926,Ural Airlines,2024-09-04,00:13:06,104
N4451,Pobeda,2024-09-21,19:04:20,59
FV713,Nordwind,2024-03-18,12:25:11,15
S71743,Pobeda,2025-09-19,04:42:56,98
WZ1155,Rossiya,2024-01-21,07:18:08,293
WZ1190,Aeroflot,2025-01-17,04:41:54,223
U61714,Aeroflot,2025-09-18,10:49:06,126
SU1186,Rossiya,2024-02-25,14:32:02,205
WZ307,Nordwind,2025-10-21,18:54:13,9
FV1636,Nordwind,2025-02-09,06:52:28,225
FV1108,Utair,2025-05-18,05:01:25,13
WZ1806,Rossiya,2025-03-26,07:43:28,122
FV951,Red Wings,2024-04-11,09:27:47,59
DP1061,Ural Airlines,2025-06-08,16:23:26,191
SU960,Ural Airlines,2024-04-12,06:50:28,262
DP994,S7 Airlines,2025-02-19,12:42:58,63
S7415,Utair,2025-12-07,12:11:27,186
U61915,Red Wings,2024-08-28,07:29:06,224
UT171,Ural Airlines,2024-11-04,20:39:12,74
SU260,Ural Airlines,2025-02-06,14:44:57,287
S7704,Red Wings,2024-04-21,14:21:20,261
SU1930,Pobeda,2025-05-14,15:32:49,103
DP1056,S7 Airlines,2024-11-07,23:47:32,170
S71114,Aeroflot,2024-03-10,11:54:29,276
U61836,S7 Airlines,2024-07-09,08:44:44,157
N41887,Aeroflot,2024-09-03,11:22:03,266
U6677,Pobeda,2024-09-18,19:13:04,12
FV1956,Red Wings,2025-03-20,23:56:50,299
WZ1632,Nordwind,2025-01-02,19:46:32,298
FV1611,Ural Airlines,2024-05-19,07:46:38,0
WZ1017,Rossiya,2024-01-13,21:35:52,106
N41833,Utair,2024-12-05,23:45:50,82
U61065,Red Wings,2025-01-10,17:57:41,113
S7137,Aeroflot,2025-12-25,15:31:51,8
UT1750,S7 Airlines,2025-08-27,20:26:37,144
SU1501,Rossiya,2025-02-09,07:28:10,17
S71512,Pobeda,2025-09-26,07:00:16,27
DP1999,Pobeda,2024-07-11,03:49:05,193
S71061,S7 Airlines,2025-05-01,21:11:01,145
UT244,Nordwind,2025-08-13,21:48:22,193
SU1055,Aeroflot,2024-09-28,23:17:37,285
WZ590,S7 Airlines,2024-08-03,03:04:26,82
S7975,S7 Airlines,2025-01-01,20:34:27,105
DP64,S7 Airlines,2025-07-23,06:17:06,207
SU335,Rossiya,2025-01-19,18:10:14,93
N41086,Ural Airlines,2025-05-19,07:50:07,139
FV53,Aeroflot,2025-04-11,05:31:55,170
U6453,Red Wings,2024-06-07,16:47:06,196
UT1352,Red Wings,2024-07-08,07:56:04,163
WZ242,Pobeda,2024-05-10,04:47:41,97
DP134,Aeroflot,2024-04-04,12:32:55,167
UT1876,Red Wings,2025-06-07,07:08:38,276
SU1882,Aeroflot,2025-04-14,19:31:27,37
FV949,Pobeda,2025-05-25,13:26:01,285
S7435,Ural Airlines,2024-09-20,05:13:25,62
UT271,Rossiya,2025-01-12,13:15:52,64
U6515,Utair,2025-03-16,23:43:18,38
S71326,Ural Airlines,2025-01-16,16:42:30,194
N41732,Nordwind,2024-07-22,03:13:35,74
UT249,Nordwind,2025-04-03,12:51:21,102
U6837,Aeroflot,2025-12-22,11:25:52,275
S71302,Ural Airlines,2025-09-03,07:23:56,230
DP805,Aeroflot,2024-07-28,15:39:49,130
FV1477,Pobeda,2024-03-13,02:46:00,42
U6216,Rossiya,2024-10-01,20:37:43,24
UT1652,S7 Airlines,2024-12-13,12:09:36,184
N4775,Ural Airlines,2024-01-05,22:20:47,140
SU976,S7 Airlines,2024-03-17,09:17:24,101
WZ954,Red Wings,2025-10-16,13:32:05,299
FV1485,Rossiya,2024-10-28,04:12:36,43
UT821,Rossiya,2024-11-10,23:50:48,58
U61802,Ural Airlines,2024-04-20,22:42:21,19
WZ1350,S7 Airlines,2025-11-13,06:10:03,198
UT1816,Red Wings,2025-12-12,13:01:18,265
FV314,Ural Airlines,2024-03-22,06:24:00,128
SU926,Aeroflot,2025-05-26,11:27:17,152
FV139,Nordwind,2024-11-22,21:06:36,142
DP1597,Utair,2024-09-14,17:46:14,264
U6423,S7 Airlines,2025-06-04,10:26:23,194
FV203,Rossiya,2024-08-17,17:04:21,238
UT1833,Ural Airlines,2025-01-28,13:42:02,278
UT1675,Pobeda,2024-03-23,06:59:52,275
FV1244,Pobeda,2024-10-19,15:25:58,275
U6777,Aeroflot,2024-10-12,19:53:25,25
N4782,Ural Airlines,2025-03-16,13:34:47,140
WZ1428,Nordwind,2025-09-03,03:53:39,88
S7272,Rossiya,2025-12-01,22:56:45,282
U61808,Aeroflot,2025-02-07,09:16:24,17
N41135,Rossiya,2024-03-08,23:27:34,298
SU1286,Pobeda,2025-03-28,22:47:31,122
WZ789,Red Wings,2024-10-04,20:29:14,190
UT1395,S7 Airlines,2024-04-20,11:12:35,214
S7818,Red Wings,2024-09-08,22:41:04,129
FV40,Pobeda,2024-03-11,07:31:46,225
WZ839,Nordwind,2024-11-19,03:35:15,75
N418,Nordwind,2025-05-18,01:51:52,185
U6384,Nordwind,2025-07-03,19:43:56,30
N41091,Utair,2024-04-07,19:20:53,205
DP125,Utair,2025-10-06,08:06:01,23
U61317,Nordwind,2024-09-02,00:35:52,164
S7582,Nordwind,2025-08-03,23:20:52,271
FV933,Pobeda,2025-10-10,06:59:02,204
WZ1798,Red Wings,2025-04-03,17:07:03,12
U61472,Utair,2025-07-27,02:54:06,208
DP670,Nordwind,2024-11-14,07:51:14,276
S753,Utair,2024-12-12,15:47:00,195
N411,Ural Airlines,2025-05-08,15:24:10,262
UT1825,Pobeda,2025-12-08,16:56:16,265
SU593,Red Wings,2024-09-10,01:53:15,207
N4285,Ural Airlines,2024-11-04,03:49:39,72
U61985,Ural Airlines,2025-12-01,16:36:16,248
FV1675,Ural Airlines,2024-01-13,06:45:21,177
FV1647,Red Wings,2025-11-07,19:24:35,177
FV168,Red Wings,2025-05-24,04:58:01,140
N41691,Nordwind,2025-03-06,21:07:04,65
N41900,Pobeda,2025-10-04,13:33:05,133
UT384,Pobeda,2024-05-25,10:59:29,195
N41852,Aeroflot,2024-06-15,13:26:59,98
U61259,Rossiya,2024-09-14,00:51:21,179
WZ461,S7 Airlines,2025-09-23,15:48:42,74
SU376,Rossiya,2025-03-16,14:08:14,231
UT977,Aeroflot,2024-04-01,04:09:48,178
U61696,Aeroflot,2025-08-14,21:30:37,56
UT774,Aeroflot,2025-04-26,15:39:07,18
SU215,S7 Airlines,2024-02-20,15:45:35,135
WZ191,S7 Airlines,2024-08-26,14:26:40,57
S71986,Aeroflot,2025-03-07,14:16:18,244
SU135,Aeroflot,2024-09-06,01:19:55,49
WZ1900,Aeroflot,2025-02-04,19:12:04,110
WZ921,Aeroflot,2025-05-26,07:07:40,285
FV1743,Utair,2024-03-01,05:53:50,201
FV254,Rossiya,2025-06-18,05:38:50,227
WZ198,Rossiya,2025-08-15,18:30:28,25
UT1037,Nordwind,2024-06-28,23:39:34,211
DP225,Nordwind,2025-03-01,03:43:21,212
U6745,Aeroflot,2024-04-13,06:11:10,141
UT133,Aeroflot,2024-10-01,15:08:28,178
U61083,S7 Airlines,2024-12-11,04:26:05,38
FV398,S7 Airlines,2025-03-03,00:42:27,165
N4206,Pobeda,2024-02-03,23:44:26,282
S71483,Ural Airlines,2024-12-25,15:03:09,57
WZ390,Rossiya,2025-09-14,05:28:45,139
S71667,S7 Airlines,2025-07-05,21:20:55,260
SU1510,Nordwind,2024-01-03,08:12:57,296
S7721,S7 Airlines,2025-02-19,18:24:23,123
U6162,Ural Airlines,2025-08-20,02:45:36,279
U61666,Utair,2025-07-19,16:34:19,125
SU1132,S7 Airlines,2024-12-16,02:48:24,27
U61063,Nordwind,2024-11-11,06:29:26,100
DP1101,Aeroflot,2024-02-11,13:11:34,218
WZ1818,Red Wings,2025-06-24,07:35:46,103
DP152,S7 Airlines,2025-04-12,14:26:56,112
S7938,S7 Airlines,2025-03-23,23:42:19,242
SU366,Pobeda,2024-01-10,16:26:02,243
SU835,Pobeda,2025-05-08,04:30:12,206
UT843,Ural Airlines,2025-11-25,17:46:14,50
SU460,Rossiya,2025-05-09,03:11:30,164
FV1883,Utair,2024-08-16,15:57:17,82
N41169,Red Wings,2024-02-21,15:42:43,40
WZ1450,Red Wings,2025-05-22,18:04:29,199
UT1318,Utair,2025-01-11,03:10:39,8
U61100,Red Wings,2025-09-07,02:46:25,215
SU1479,Aeroflot,2024-09-13,06:40:47,106
UT1628,Ural Airlines,2024-11-22,17:34:03,121
S71872,Utair,2024-05-28,09:38:15,153
S71332,S7 Airlines,2024-02-10,18:07:18,61
FV1185,Ural Airlines,2025-05-26,21:14:57,87
FV787,Pobeda,2025-04-07,14:53:38,268
U61029,Rossiya,2025-06-28,09:21:43,207
DP1611,Pobeda,2024-01-14,04:54:27,203
S71984,Ural Airlines,2025-11-05,09:30:15,251
FV1392,Ural Airlines,2025-10-21,11:54:44,182
DP926,Pobeda,2024-12-05,12:23:52,110
SU113,Pobeda,2025-07-12,10:35:08,299
S71721,Rossiya,2025-11-24,19:46:22,70
U61873,Nordwind,2024-03-07,03:36:33,109
N494,Ural Airlines,2025-08-17,12:00:48,255
S7427,Red Wings,2025-10-05,09:01:34,243
U61315,Ural Airlines,2025-10-14,12:42:31,39
U663,Rossiya,2025-02-06,14:34:15,134
WZ784,Utair,2025-04-25,16:20:39,136
FV1461,Aeroflot,2024-04-23,11:34:51,26
SU968,Red Wings,2024-01-17,01:10:19,3
N4424,Rossiya,2024-06-20,08:28:57,24
WZ1274,Aeroflot,2024-03-07,23:27:36,25
N4632,S7 Airlines,2025-11-02,21:02:17,16
DP1138,S7 Airlines,2024-02-01,13:22:32,105
N41242,Aeroflot,2025-02-12,08:20:53,33
SU1340,Utair,2024-12-28,21:20:47,234
FV273,Aeroflot,2024-09-20,02:51:23,155
S71993,Pobeda,2025-09-06,14:51:46,168
WZ18,Pobeda,2025-01-18,21:08:50,285
FV1219,Nordwind,2024-04-28,09:14:55,264
N4916,Red Wings,2024-01-28,13:20:06,83
UT241,Ural Airlines,2025-09-24,17:57:47,270
SU1293,Nordwind,2024-02-06,04:40:35,196
SU1637,Red Wings,2024-10-03,05:47:09,206
UT1859,Nordwind,2024-11-11,00:54:42,141
FV1238,S7 Airlines,2024-03-04,21:02:54,268
SU664,Pobeda,2024-02-14,17:50:39,135
FV511,S7 Airlines,2025-12-20,04:55:45,11
DP1424,Red Wings,2024-01-05,12:06:42,69
S71708,Aeroflot,2024-09-20,13:02:33,35
WZ1825,Pobeda,2025-04-22,10:58:27,236
N41851,Red Wings,2025-11-21,15:05:40,51
DP1030,Red Wings,2025-03-02,22:18:03,278
DP354,Aeroflot,2025-08-06,02:56:49,22
DP1511,Pobeda,2024-09-01,13:55:19,121
SU1798,Aeroflot,2025-10-01,11:20:22,38
SU1080,Aeroflot,2024-08-18,00:42:15,112
DP1231,S7 Airlines,2024-02-08,06:46:59,122
FV1771,Rossiya,2024-03-13,11:03:43,178
S71451,Red Wings,2025-04-08,15:25:49,0
UT1715,Pobeda,2025-10-20,06:02:03,4
WZ1613,Utair,2024-06-17,10:29:16,290
S7200,Rossiya,2024-08-03,23:32:36,107
U61713,Ural Airlines,2025-03-22,19:27:49,283
U64,Nordwind,2025-01-10,03:56:39,92
N41318,Red Wings,2024-02-11,07:41:45,6
DP1119,Rossiya,2025-12-18,22:50:38,249
FV341,Utair,2024-06-25,13:02:23,255
U6978,Aeroflot,2025-10-01,17:53:34,176
U6639,Red Wings,2025-04-10,07:03:17,11
WZ665,S7 Airlines,2025-01-15,11:25:11,282
DP108,Nordwind,2024-11-02,01:02:08,192
UT407,Aeroflot,2025-11-23,16:54:19,164
SU1788,Nordwind,2024-08-23,15:43:13,270
UT704,Utair,2024-10-08,03:38:53,32
U6478,Utair,2025-07-28,15:36:21,152
N4920,Aeroflot,2024-04-03,09:00:58,8
WZ231,S7 Airlines,2025-01-23,10:42:49,297
FV287,Pobeda,2024-10-02,02:53:15,290
DP387,Utair,2024-12-20,15:42:36,154
U61703,Pobeda,2024-06-21,13:55:20,243
U6249,Pobeda,2025-12-01,14:24:24,261
DP405,Aeroflot,2024-07-18,20:20:15,287
S71899,Nordwind,2025-06-08,03:26:12,118
DP1634,Rossiya,2024-08-11,18:47:47,71
FV1408,Ural Airlines,2025-04-14,18:39:50,180
FV1758,Aeroflot,2025-07-12,01:12:56,154
WZ1131,Pobeda,2024-08-11,07:29:11,68
UT77,Nordwind,2025-11-27,05:40:39,242
SU193,S7 Airlines,2025-04-09,19:15:12,95
N41340,Pobeda,2025-12-28,17:30:12,80
U61489,Ural Airlines,2025-08-18,20:30:50,118
WZ1976,S7 Airlines,2024-12-07,02:35:48,211
UT781,Utair,2024-09-09,21:34:36,115
N41827,Aeroflot,2024-04-09,09:47:52,243
FV974,S7 Airlines,2025-08-16,22:11:30,271
UT208,S7 Airlines,2025-11-22,23:51:16,201
N4316,Rossiya,2025-12-20,09:30:54,116
SU917,Nordwind,2025-04-01,04:21:23,109
U628,Nordwind,2024-06-13,05:08:17,169
N4130,Rossiya,2024-08-12,22:43:46,120
N41638,Ural Airlines,2024-05-09,22:39:17,232
S71205,Rossiya,2024-04-16,11:34:56,185
WZ1653,Rossiya,2025-06-03,21:37:39,284
WZ330,Nordwind,2024-11-18,11:06:41,54
FV1972,Ural Airlines,2024-03-24,05:54:36,37
U673,Utair,2025-11-03,01:11:44,137
SU25,Pobeda,2024-11-05,09:17:56,72
N41973,Utair,2025-08-06,16:50:29,104
DP577,Aeroflot,2025-11-10,15:57:59,232
DP1303,Rossiya,2025-04-04,17:47:47,265
N41734,Nordwind,2025-03-21,09:18:33,82
DP429,Red Wings,2024-06-15,07:07:47,184
WZ1671,Pobeda,2024-05-13,11:38:17,229
DP1717,Aeroflot,2025-05-13,09:22:41,112
N41660,Utair,2024-09-06,11:02:08,165
FV1701,Red Wings,2025-08-27,09:01:21,85
UT1187,Utair,2024-12-11,17:23:44,247
FV1805,Aeroflot,2024-04-21,22:46:12,71
U61666,Ural Airlines,2025-08-09,10:48:28,203
U6923,Ural Airlines,2025-07-10,11:42:28,196
UT861,Ural Airlines,2025-03-28,12:15:25,131
SU918,Aeroflot,2024-11-22,18:22:41,7
UT430,Pobeda,2025-12-04,18:58:03,43
DP1593,Aeroflot,2025-08-24,22:13:37,278
WZ1803,S7 Airlines,2025-05-12,18:19:49,256
UT1401,S7 Airlines,2024-10-07,04:45:40,157
WZ102,Pobeda,2024-09-24,17:28:23,80
DP88,Pobeda,2024-10-23,01:35:39,136
SU836,Rossiya,2025-07-01,08:22:24,18
S71425,Red Wings,2025-06-09,21:01:30,107
U61492,Nordwind,2025-05-22,01:17:56,237
DP702,S7 Airlines,2024-07-23,13:28:40,28
S71912,Nordwind,2025-06-25,08:43:30,137
FV1012,Rossiya,2025-12-05,07:36:27,264
WZ1599,Pobeda,2024-07-16,19:18:52,268
N41601,Ural Airlines,2024-05-25,21:13:28,114
S71561,Aeroflot,2025-12-11,00:13:21,261
U61914,S7 Airlines,2024-08-23,11:05:12,257
U61747,S7 Airlines,2024-07-11,07:39:14,111
S7179,Red Wings,2024-07-09,23:51:15,157
U61537,S7 Airlines,2025-09-22,20:23:40,38
WZ1978,Red Wings,2025-10-24,15:42:32,203
WZ590,Red Wings,2025-11-28,20:19:55,81
SU1329,Red Wings,2024-08-07,19:00:24,91
U6103,Aeroflot,2025-04-14,00:53:49,149
U6536,Aeroflot,2024-03-13,16:52:21,33
S71018,Utair,2024-08-04,22:52:08,289
SU82,Aeroflot,2024-09-16,15:01:07,162
S71826,S7 Airlines,2024-06-07,08:13:41,42
DP355,Utair,2024-04-13,05:28:55,61
WZ1945,Pobeda,2024-04-16,22:11:11,187
WZ1387,Aeroflot,2024-05-14,07:01:30,2
WZ1193,S7 Airlines,2024-02-18,17:29:44,32
UT983,Red Wings,2025-02-24,08:01:57,9
UT1955,Ural Airlines,2025-10-06,11:40:48,251
S7969,Nordwind,2025-07-28,23:26:17,140
U61407,Pobeda,2025-06-19,16:11:17,295
FV681,Rossiya,2025-01-24,03:25:48,59
WZ628,Nordwind,2025-02-28,02:08:17,220
SU336,Utair,2025-03-24,12:18:38,31
U61873,S7 Airlines,2024-05-21,13:18:16,30
SU991,Red Wings,2025-11-27,10:29:37,253
WZ969,Pobeda,2025-11-02,18:46:43,48
SU1112,Pobeda,2025-10-04,21:34:25,294
UT294,Utair,2024-10-26,12:03:36,198
N460,Red Wings,2025-12-10,12:43:08,36
S7763,Red Wings,2025-01-26,23:11:37,299
UT1402,Rossiya,2024-09-26,06:46:16,174
UT923,Red Wings,2025-12-28,01:08:26,244
WZ1576,Rossiya,2024-12-06,20:50:15,37
UT1071,Ural Airlines,2024-08-04,22:53:21,7
UT1541,Pobeda,2025-04-25,16:52:06,249
WZ626,S7 Airlines,2025-08-21,17:40:23,128
UT1550,Nordwind,2025-05-17,21:11:32,16
FV1290,Utair,2025-03-04,00:42:52,230
SU84,Aeroflot,2024-02-03,13:44:31,192
S71421,Pobeda,2024-11-25,10:35:11,104
N41576,Aeroflot,2024-01-14,22:58:24,254
WZ38,Utair,2024-01-28,07:32:58,64
UT1005,Red Wings,2024-01-13,14:57:26,81
U6890,Pobeda,2024-01-06,18:18:51,223
N41621,Aeroflot,2025-02-25,04:39:31,165
U61472,Ural Airlines,2025-08-21,04:09:42,69
WZ1400,Rossiya,2025-11-12,04:59:43,186
DP440,Red Wings,2024-02-23,19:34:48,142
S7764,S7 Airlines,2025-12-06,18:42:46,124
U61710,Red Wings,2025-05-24,17:16:18,190
N41792,Rossiya,2024-03-01,23:21:27,170
SU1021,Red Wings,2024-01-21,23:55:11,237
DP593,Red Wings,2025-08-25,15:20:05,167
DP1976,Utair,2025-12-03,12:35:25,298
DP1303,Nordwind,2024-04-10,02:20:45,101
N41934,Ural Airlines,2025-03-09,01:05:13,17
S7992,Red Wings,2025-04-01,05:57:08,131
S7974,Utair,2025-06-12,16:28:55,202
S7229,Ural Airlines,2024-03-21,20:10:50,182
U61970,Pobeda,2024-04-23,13:29:46,30
U61781,Ural Airlines,2025-04-05,17:45:10,136
S73,Aeroflot,2024-02-03,08:54:36,194
N41301,Pobeda,2025-05-25,15:40:10,236
SU849,Aeroflot,2025-02-09,01:30:30,86
U61427,Utair,2025-10-15,12:45:31,141
SU1122,Utair,2025-04-17,02:19:51,92
WZ1184,Ural Airlines,2025-07-15,13:19:41,147
WZ1009,Pobeda,2025-01-15,06:47:26,47
U6327,Pobeda,2024-10-07,23:59:23,125
WZ565,Rossiya,2024-10-02,06:39:44,51
S71418,Pobeda,2025-10-25,12:46:11,34
SU596,Nordwind,2024-12-19,07:41:14,289
FV1420,Utair,2025-04-21,03:06:51,167
S7843,Aeroflot,2024-10-08,23:09:53,239
FV1230,Aeroflot,2025-01-07,07:39:47,238
U6414,Utair,2025-06-11,03:41:38,229
U61607,Utair,2025-03-24,02:25:50,184
N4264,Red Wings,2025-04-05,18:25:54,79
U6377,Red Wings,2024-11-04,16:05:32,113
N4439,Aeroflot,2025-04-23,08:52:00,21
U6102,Rossiya,2025-09-09,16:29:16,49
WZ1524,Utair,2024-02-04,04:50:43,25
WZ134,Red Wings,2024-10-26,15:20:25,68
FV1512,Red Wings,2025-09-25,21:46:27,22
U6529,Nordwind,2025-10-27,20:32:34,218
WZ1801,Red Wings,2025-08-21,03:27:15,27
S7113,S7 Airlines,2025-12-26,03:54:53,213
FV1681,Aeroflot,2024-11-18,05:26:27,47
DP583,Aeroflot,2024-08-21,14:36:46,119
U6331,Rossiya,2024-02-13,16:08:40,299
DP1142,S7 Airlines,2025-03-02,15:29:41,99
UT964,Rossiya,2024-12-08,17:27:55,58
DP1432,S7 Airlines,2024-08-05,16:53:09,249
S7117,S7 Airlines,2024-07-28,20:48:50,285
SU1227,Aeroflot,2025-04-08,10:51:30,145
U628,Aeroflot,2024-11-21,05:52:24,22
U61709,Rossiya,2025-07-26,09:44:32,151
N41474,Red Wings,2024-12-04,04:48:05,16
UT1987,Ural Airlines,2024-07-01,04:19:21,212
UT1992,S7 Airlines,2024-03-11,07:58:54,205
DP978,Red Wings,2024-03-04,20:54:09,91
U6824,Aeroflot,2025-05-11,02:39:41,120
FV1623,Nordwind,2024-05-26,20:01:09,19
WZ405,Ural Airlines,2025-08-21,03:49:19,11
N4846,Pobeda,2024-06-22,20:21:37,21
DP1595,Ural Airlines,2025-05-28,01:23:23,107
DP1288,Red Wings,2025-09-15,10:47:06,15
DP44,Aeroflot,2024-07-24,22:01:39,188
S7685,Red Wings,2025-02-28,03:55:35,146
DP1825,Utair,2024-06-17,10:19:35,300
SU1600,Aeroflot,2024-11-18,01:17:41,196
WZ899,Pobeda,2025-06-12,02:13:18,118
S7101,Utair,2025-12-26,09:52:55,183
FV1055,Ural Airlines,2025-05-27,07:51:58,170
SU768,Ural Airlines,2024-06-22,18:54:35,215
WZ496,Rossiya,2024-01-17,00:21:29,240
U61838,Aeroflot,2024-08-11,14:38:39,73
U6368,Pobeda,2024-04-26,18:57:17,156
U6484,Utair,2024-01-10,03:55:28,157
DP1439,Nordwind,2025-09-25,16:17:21,43
FV1875,Ural Airlines,2025-03-20,22:15:27,252
SU789,Ural Airlines,2024-04-12,09:54:32,223
N4555,Red Wings,2024-10-19,09:05:50,167
DP1937,Utair,2024-02-09,07:35:07,287
N41616,Pobeda,2025-11-13,12:00:44,211
DP1630,Utair,2025-09-23,07:21:51,297
WZ1916,Pobeda,2025-08-28,14:04:42,249
FV442,Utair,2024-06-28,13:06:23,20
SU998,Rossiya,2025-01-28,11:44:04,292
DP1499,Rossiya,2025-05-10,20:58:59,210
U61604,Aeroflot,2024-12-18,22:09:30,92
U61229,Nordwind,2025-03-09,23:19:18,149
N41012,Red Wings,2025-11-17,16:53:04,206
FV166,Nordwind,2025-03-03,01:54:17,277
S72,Rossiya,2025-03-20,20:58:17,194
U6375,Aeroflot,2025-07-23,18:02:30,191
UT1839,Aeroflot,2024-12-25,08:28:51,258
U6424,S7 Airlines,2025-01-12,17:04:44,245
S71844,Utair,2025-07-09,05:49:26,75
S71362,Aeroflot,2024-06-12,16:29:02,110
N4402,Red Wings,2024-03-21,15:53:09,235
U61036,Pobeda,2024-09-05,04:23:21,150
U61192,Aeroflot,2024-12-26,03:20:52,169
U6385,Pobeda,2024-06-08,14:16:43,89
FV826,Pobeda,2025-04-27,00:03:56,147
WZ266,Aeroflot,2024-11-03,12:57:40,133
WZ2,Aeroflot,2025-08-07,21:57:07,132
DP1234,Aeroflot,2025-11-09,17:10:05,183
WZ1937,S7 Airlines,2024-09-12,13:36:25,207
UT1108,Utair,2025-12-05,00:20:33,186
SU1343,Nordwind,2024-01-10,20:21:34,194
UT390,S7 Airlines,2025-07-12,04:55:10,217
SU1103,S7 Airlines,2024-01-02,02:26:44,217
S7674,Red Wings,2024-09-02,22:26:53,96
U6239,Nordwind,2024-11-21,23:41:28,126
WZ571,Nordwind,2024-06-04,06:10:16,121
