Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
UT1464,Utair,2024-08-23,18:56:43,290
S71917,Aeroflot,2025-05-06,04:00:50,218
U61973,Red Wings,2025-11-22,07:25:15,64
DP586,Red Wings,2024-01-25,22:06:43,180
N4108,Nordwind,2025-04-14,13:15:06,95
FV2,S7 Airlines,2025-01-05,11:05:21,287
SU1364,Aeroflot,2025-05-26,05:18:17,44
SU1303,Nordwind,2025-07-15,11:26:25,96
N4548,Ural Airlines,2024-11-25,04:01:54,96
WZ599,Utair,2024-10-03,14:02:22,33
SU169,Aeroflot,2024-07-03,17:42:06,104
SU1597,Utair,2025-06-07,09:06:25,225
UT1764,Ural Airlines,2025-12-17,00:09:50,190
N41706,Rossiya,2025-12-24,15:40:31,14
UT667,Pobeda,2024-11-18,01:35:49,198
U61295,Aeroflot,2024-12-22,00:10:09,24
U6176,Rossiya,2024-06-09,12:23:39,119
SU657,Red Wings,2024-09-02,23:08:03,272
U6818,Red Wings,2025-08-26,10:20:20,182
U6152,S7 Airlines,2024-01-18,09:47:19,100
U61106,Aeroflot,2024-01-04,17:58:19,46
FV1644,Aeroflot,2024-11-15,04:54:18,25
SU1178,S7 Airlines,2025-12-17,17:31:52,130
S7810,Rossiya,2024-12-01,11:48:55,130
FV1073,Nordwind,2025-03-08,19:35:52,117
N41070,Utair,2025-08-22,00:48:24,265
UT464,Red Wings,2025-08-07,05:15:19,70
SU1358,Rossiya,2025-10-14,06:32:25,120
U6724,Nordwind,2024-04-04,10:01:13,107
UT1585,Pobeda,2025-12-01,12:13:23,97
DP282,Ural Airlines,2025-04-08,01:41:08,86
N41229,Nordwind,2024-12-02,19:19:58,45
FV1207,Pobeda,2025-02-04,13:15:18,161
DP1533,Utair,2025-04-22,17:11:51,122
UT1758,Ural Airlines,2024-08-07,15:18:05,83
FV565,Rossiya,2024-07-27,04:10:14,191
FV378,Ural Airlines,2024-05-05,08:14:02,92
UT529,S7 Airlines,2024-08-21,10:37:07,105
WZ893,Rossiya,2024-07-14,09:11:37,118
UT546,Aeroflot,2025-10-17,16:02:30,256
DP871,Pobeda,2025-02-10,20:21:56,131
S7197,Rossiya,2025-12-17,09:33:05,124
FV1291,Nordwind,2024-12-09,01:07:57,138
DP1333,Pobeda,2025-05-20,15:07:35,252
UT752,Utair,2025-05-22,20:43:49,166
DP216,Nordwind,2024-09-01,05:37:53,188
DP86,Pobeda,2025-07-26,05:16:50,241
UT920,Rossiya,2025-08-08,20:55:05,56
UT39,Red Wings,2024-11-18,23:27:56,243
WZ1996,Red Wings,2025-11-10,13:56:51,31
S71818,Aeroflot,2024-07-02,19:39:22,286
WZ455,Red Wings,2024-05-02,17:46:32,228
S7596,Rossiya,2024-02-22,17:45:23,71
U61566,Pobeda,2024-10-23,19:48:10,193
S71242,Pobeda,2024-08-25,03:41:18,209
U6862,Rossiya,2025-07-27,21:15:00,139
WZ546,Ural Airlines,2024-08-18,15:04:25,181
U61363,Ural Airlines,2024-10-08,11:01:10,107
DP594,Ural Airlines,2024-06-12,01:36:06,281
S71112,Pobeda,2025-07-08,08:31:14,4
FV1354,Pobeda,2024-09-21,13:49:14,247
N41799,Red Wings,2025-03-15,15:35:20,197
SU900,Rossiya,2025-10-05,22:28:20,236
U61009,Rossiya,2024-08-13,22:58:15,188
N468,Red Wings,2025-05-10,11:11:25,255
WZ353,Pobeda,2024-12-05,21:51:53,283
WZ99,Ural Airlines,2025-02-13,06:41:44,57
UT1099,S7 Airlines,2025-04-21,00:06:55,104
WZ1125,Red Wings,2024-10-11,14:37:14,260
U61619,Utair,2024-10-12,21:03:30,291
SU215,Pobeda,2025-04-05,02:08:52,145
FV1955,Utair,2024-09-23,01:40:13,259
U61449,Nordwind,2024-02-15,09:15:11,115
U6866,S7 Airlines,2024-07-26,16:47:58,173
S71782,Nordwind,2025-01-06,22:21:03,58
SU836,Nordwind,2024-02-17,23:39:54,238
N41391,Red Wings,2025-03-11,01:54:23,176
DP474,Red Wings,2024-11-04,15:29:43,194
UT1393,Utair,2025-09-18,22:59:48,75
N41493,Red Wings,2025-12-26,22:53:52,83
N4151,Pobeda,2025-05-21,14:16:49,36
U6403,Utair,2024-02-14,03:35:19,18
U61324,Nordwind,2024-12-21,03:58:33,193
U655,S7 Airlines,2025-10-09,12:38:04,9
UT1468,Red Wings,2024-05-08,00:27:48,230
UT85,Utair,2024-01-09,16:04:57,184
UT479,Pobeda,2024-08-06,10:18:35,160
U61870,Red Wings,2024-11-17,03:57:43,265
N4262,Aeroflot,2024-07-26,20:27:15,237
N41396,Pobeda,2025-06-25,04:55:20,17
N41734,Aeroflot,2024-03-01,00:44:02,276
FV745,Red Wings,2024-09-13,05:44:54,171
U61890,Ural Airlines,2025-07-16,22:05:50,86
SU849,Ural Airlines,2025-03-19,23:06:53,190
S742,Rossiya,2025-09-17,14:01:35,18
SU837,Nordwind,2025-05-22,06:16:38,35
WZ429,Pobeda,2025-09-05,11:03:23,284
SU196,Rossiya,2025-05-18,09:56:18,267
S7529,Utair,2025-11-03,22:16:00,287
DP1289,Nordwind,2025-08-28,02:21:26,210
U61100,Pobeda,2024-05-17,12:00:09,46
FV1851,Red Wings,2025-07-28,21:17:47,26
DP530,Rossiya,2024-01-18,11:07:53,253
S71863,Pobeda,2025-12-06,08:58:08,199
N41203,Rossiya,2025-05-14,03:38:19,203
S7235,Utair,2025-07-16,19:37:54,67
N488,Aeroflot,2024-07-25,11:41:04,107
S7810,Utair,2025-12-07,17:01:09,107
S717,Pobeda,2024-09-19,22:38:54,161
UT1522,Utair,2024-10-19,01:43:14,77
UT1714,Ural Airlines,2025-03-03,21:21:09,50
FV509,Pobeda,2024-01-07,12:55:01,3
S71255,Red Wings,2024-04-06,18:04:31,218
U6723,Ural Airlines,2025-06-04,23:58:34,258
DP1017,Ural Airlines,2025-06-03,23:43:24,295
U61348,Utair,2025-11-06,16:35:39,240
FV1873,Aeroflot,2025-09-13,19:01:51,170
FV474,Utair,2024-11-23,02:34:59,215
U684,Nordwind,2024-09-25,20:44:11,12
WZ970,Aeroflot,2024-08-22,15:44:34,258
WZ517,S7 Airlines,2024-07-21,23:09:41,115
S71603,Red Wings,2024-11-13,06:44:01,69
SU447,Red Wings,2025-09-02,17:15:24,198
N41681,Ural Airlines,2024-06-23,13:05:37,129
WZ214,Pobeda,2024-12-17,07:36:48,51
SU1814,S7 Airlines,2024-05-07,17:37:53,292
UT1779,Nordwind,2025-10-15,09:58:47,299
S787,Aeroflot,2025-06-06,02:33:27,1
UT1933,Aeroflot,2025-11-05,22:27:52,230
U6660,Red Wings,2024-11-26,12:26:25,127
N41450,Nordwind,2024-11-06,04:22:27,225
U61935,Red Wings,2025-03-09,21:57:50,38
DP894,Rossiya,2025-04-11,00:37:57,202
FV993,Ural Airlines,2024-06-14,01:26:35,110
S7123,Aeroflot,2024-03-03,06:00:24,42
UT596,Rossiya,2024-03-02,17:43:09,68
SU258,S7 Airlines,2025-06-10,17:11:35,84
SU1519,Utair,2025-01-03,09:04:45,217
U61005,S7 Airlines,2025-12-26,07:04:14,122
WZ1281,Red Wings,2024-03-20,14:30:12,207
N4747,Ural Airlines,2025-06-27,05:25:57,173
SU1931,Red Wings,2025-01-21,06:37:20,199
FV1014,Nordwind,2024-08-20,07:57:45,30
S71273,Ural Airlines,2025-09-15,09:28:53,79
DP1108,Ural Airlines,2025-05-22,06:22:40,231
U6848,Utair,2025-06-14,20:32:56,72
SU511,Rossiya,2025-10-19,16:42:27,219
WZ727,Ural Airlines,2024-10-07,09:35:40,282
S71838,S7 Airlines,2024-09-21,00:22:09,152
UT1149,Rossiya,2025-10-06,20:01:57,81
N41026,Pobeda,2025-05-20,06:23:47,211
SU1985,Aeroflot,2024-01-21,19:44:29,104
N41795,Utair,2024-11-24,21:43:44,23
N41482,Rossiya,2025-12-04,15:39:15,58
SU243,Utair,2024-09-02,10:00:14,217
FV1604,Rossiya,2024-03-13,09:10:17,102
SU1002,S7 Airlines,2024-07-27,06:02:11,6
SU1562,Aeroflot,2024-02-09,06:31:03,275
S71653,Pobeda,2025-12-13,00:59:55,34
WZ1822,Utair,2025-09-23,15:57:18,64
U61664,Rossiya,2025-08-11,12:51:36,180
DP1700,Pobeda,2025-04-21,17:49:15,168
S71558,S7 Airlines,2024-04-12,06:46:38,284
UT602,Ural Airlines,2024-12-19,08:30:13,48
U6514,Pobeda,2025-11-01,02:57:38,1
FV1321,Rossiya,2024-05-18,15:03:11,28
N4270,Nordwind,2025-03-05,16:57:41,31
S71195,Aeroflot,2024-10-09,16:32:35,99
S79,Utair,2024-02-14,14:05:55,169
U6335,Ural Airlines,2025-02-18,16:43:38,207
FV1294,Rossiya,2024-02-10,05:44:41,209
S7255,Pobeda,2025-09-25,05:12:03,91
DP1829,Red Wings,2025-02-12,04:53:04,44
SU234,Red Wings,2024-03-18,11:28:02,184
U61822,Aeroflot,2025-02-03,13:03:24,178
U6743,Pobeda,2024-07-23,08:01:53,296
DP576,Nordwind,2025-02-18,12:45:04,57
S7812,S7 Airlines,2025-08-11,01:36:29,70
N41478,Utair,2024-03-13,02:25:56,125
WZ1589,Utair,2024-12-26,16:41:11,10
N41378,S7 Airlines,2025-05-04,07:51:45,43
UT1717,Rossiya,2025-02-11,07:33:56,114
DP1512,Aeroflot,2024-05-11,14:07:18,214
FV552,Red Wings,2025-11-19,17:41:28,166
DP169,Aeroflot,2024-05-19,00:46:15,278
N41562,Red Wings,2025-08-05,09:27:52,176
S7133,Utair,2024-12-01,10:22:32,234
S71778,Ural Airlines,2025-10-16,12:38:32,153
WZ1985,Aeroflot,2025-02-17,05:45:49,165
S71240,S7 Airlines,2024-09-08,09:16:54,185
UT1998,Utair,2025-06-26,06:11:34,277
FV1687,Red Wings,2024-08-18,12:20:40,182
FV1545,Nordwind,2025-02-25,12:33:50,185
S7803,Utair,2024-10-24,05:54:47,191
SU1427,Rossiya,2025-07-09,19:11:04,138
SU606,Pobeda,2024-01-27,17:11:12,296
S71317,Ural Airlines,2025-08-03,21:35:10,173
U6931,Red Wings,2025-12-10,08:42:15,191
WZ64,Rossiya,2025-08-23,01:37:30,231
S71565,Rossiya,2025-09-16,00:52:02,293
N41173,Aeroflot,2024-05-27,09:58:05,43
DP1564,Ural Airlines,2024-11-08,19:02:11,230
DP962,Red Wings,2025-06-23,04:08:20,266
U6611,Rossiya,2024-02-24,00:38:29,173
U6115,Pobeda,2025-11-23,01:39:40,26
FV1026,Nordwind,2024-05-26,04:51:44,19
N41341,Utair,2025-02-25,01:56:31,25
UT1705,Aeroflot,2024-01-01,18:04:12,47
SU825,Rossiya,2024-12-05,01:21:38,204
SU687,Utair,2024-12-21,19:30:04,103
UT1185,Red Wings,2025-02-20,15:49:51,204
U6551,Aeroflot,2025-08-16,14:43:08,177
U6700,Rossiya,2025-02-15,03:48:04,213
WZ169,S7 Airlines,2025-02-17,17:06:03,89
U660,Nordwind,2025-03-26,17:28:22,244
UT1103,Aeroflot,2024-09-21,16:22:56,185
UT605,Pobeda,2025-03-21,06:55:12,150
UT1774,Aeroflot,2024-08-18,08:32:31,188
UT17,Rossiya,2024-06-03,23:36:33,83
SU1732,S7 Airlines,2025-08-21,10:26:15,217
U61789,Utair,2024-01-16,06:15:34,15
WZ524,Rossiya,2024-05-18,10:35:47,272
WZ809,Utair,2025-11-20,01:08:27,258
DP1990,Nordwind,2024-07-01,04:05:44,225
N4463,Ural Airlines,2025-09-14,21:06:45,254
S71567,Red Wings,2024-10-17,13:39:35,255
S7496,Red Wings,2024-06-27,19:17:45,36
S7137,Pobeda,2024-08-20,21:41:21,52
DP867,Rossiya,2024-11-17,15:38:35,86
FV396,Nordwind,2024-11-05,04:14:28,113
FV1946,Pobeda,2025-04-15,19:03:21,165
N459,S7 Airlines,2024-11-28,23:01:58,135
U61163,Ural Airlines,2025-07-18,13:53:09,190
DP1484,Rossiya,2024-07-14,23:27:10,294
SU21,S7 Airlines,2024-03-16,21:20:59,150
U61093,Pobeda,2025-08-09,18:34:36,148
S71682,Aeroflot,2025-03-17,16:42:30,225
UT214,Utair,2024-12-04,11:44:01,257
N4407,Ural Airlines,2024-07-28,13:43:29,261
FV850,Red Wings,2024-08-24,05:33:39,46
N41739,Utair,2025-08-01,17:43:11,155
WZ380,Nordwind,2024-05-02,10:21:41,162
DP605,S7 Airlines,2025-11-18,13:17:27,279
WZ618,Utair,2024-05-08,03:26:35,260
SU1329,S7 Airlines,2025-08-07,14:25:56,292
S71031,Nordwind,2025-12-07,06:27:13,52
S7486,Pobeda,2025-02-12,15:24:06,229
DP1221,Rossiya,2025-10-26,19:18:47,262
N41725,Nordwind,2025-02-10,18:57:08,114
S71065,Red Wings,2024-10-25,19:13:43,280
FV1063,Nordwind,2024-11-08,09:03:50,146
N4284,Ural Airlines,2024-01-16,09:18:29,21
FV1893,Aeroflot,2025-11-16,01:11:53,261
FV763,Red Wings,2025-11-02,08:46:01,224
S7738,Pobeda,2024-08-05,21:59:32,110
UT1260,Nordwind,2025-03-27,00:42:51,288
UT1576,Red Wings,2024-01-08,09:33:08,86
FV1778,Nordwind,2024-05-22,19:49:24,251
UT1975,Utair,2025-02-14,21:10:47,7
N4235,Rossiya,2024-06-08,21:36:26,295
S71888,Nordwind,2025-01-01,14:45:51,220
SU1825,Pobeda,2024-05-26,20:04:09,261
WZ115,Aeroflot,2024-01-20,14:45:07,9
SU369,Aeroflot,2024-11-12,09:24:48,176
SU1035,Utair,2025-04-07,20:25:13,55
UT900,Ural Airlines,2025-12-24,02:12:51,234
N4708,Pobeda,2025-07-22,10:55:32,57
U6192,Rossiya,2024-12-07,22:38:41,61
WZ90,Red Wings,2024-09-02,12:12:54,291
SU664,Pobeda,2024-02-13,17:27:59,142
N4744,Nordwind,2024-04-10,11:36:08,22
WZ1760,Red Wings,2025-11-25,12:54:20,108
N41765,Red Wings,2025-11-22,04:12:27,298
SU1395,Rossiya,2024-07-07,05:31:02,61
U61703,Ural Airlines,2024-02-22,07:16:51,90
SU337,S7 Airlines,2025-11-16,07:22:59,63
FV254,Ural Airlines,2025-04-16,16:15:18,165
UT1205,Ural Airlines,2024-04-26,11:59:11,78
SU1959,S7 Airlines,2025-12-25,06:17:14,223
UT634,Pobeda,2024-04-03,01:37:55,181
SU1342,Ural Airlines,2025-08-25,19:21:30,183
SU844,Ural Airlines,2025-06-27,19:04:22,136
S71723,Ural Airlines,2025-06-14,21:07:58,275
FV1358,Nordwind,2024-02-02,10:53:39,160
N41659,Utair,2025-02-18,06:57:48,22
UT824,Nordwind,2025-09-03,05:19:33,112
DP128,Pobeda,2025-01-27,09:34:19,44
DP219,Rossiya,2025-11-17,03:22:31,266
UT838,Rossiya,2024-02-04,04:16:39,203
U6552,Rossiya,2024-02-21,18:18:46,261
WZ1224,Red Wings,2025-04-16,10:38:48,236
S7839,Utair,2024-01-17,03:20:36,115
WZ311,Aeroflot,2024-10-17,06:32:06,279
FV1353,Pobeda,2024-04-04,12:22:18,228
N4344,Red Wings,2024-12-02,06:10:30,127
UT909,Nordwind,2025-07-15,10:33:38,195
FV29,S7 Airlines,2024-07-13,04:16:20,123
FV967,Utair,2025-05-02,08:10:23,60
S71607,Aeroflot,2024-03-06,10:28:42,193
FV324,S7 Airlines,2025-01-25,04:27:29,152
SU1151,Aeroflot,2024-06-18,09:27:10,51
FV466,Aeroflot,2025-11-17,22:45:28,144
UT1533,Aeroflot,2025-07-22,04:03:35,5
DP1685,Ural Airlines,2025-05-23,22:38:19,160
UT1080,Pobeda,2024-05-14,15:45:15,119
DP413,Pobeda,2025-08-03,18:32:01,78
UT1660,S7 Airlines,2025-06-14,16:26:12,288
U6730,Ural Airlines,2024-09-14,23:02:46,114
N41393,Utair,2024-12-28,11:28:42,295
SU1365,Aeroflot,2024-04-11,01:09:09,215
DP555,Nordwind,2024-11-26,12:36:05,21
SU1624,Aeroflot,2024-10-08,18:23:47,252
UT1270,Rossiya,2025-01-28,13:35:57,203
UT779,Pobeda,2025-02-07,06:10:35,51
N41825,Ural Airlines,2025-09-26,23:23:08,127
N41847,Ural Airlines,2024-10-28,01:37:14,258
FV415,Utair,2024-08-11,14:44:51,91
S71446,Nordwind,2024-02-18,06:14:17,81
DP1641,Red Wings,2025-08-20,01:42:25,93
S7133,Rossiya,2024-02-24,00:18:01,212
DP1597,Nordwind,2024-08-04,11:21:19,81
SU1310,Utair,2024-08-14,03:04:10,23
