Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
U61635,Pobeda,2025-01-27,06:05:32,110
WZ428,Aeroflot,2024-01-05,00:19:04,46
WZ401,Aeroflot,2025-07-06,17:28:37,3
SU391,Nordwind,2025-11-21,23:15:05,135
SU829,Rossiya,2024-07-08,19:29:45,202
UT916,S7 Airlines,2025-01-15,00:46:04,196
WZ109,Red Wings,2025-11-12,03:43:29,210
UT1784,Pobeda,2025-06-09,19:49:14,114
WZ805,Pobeda,2024-06-27,09:10:18,263
FV629,Pobeda,2024-03-11,18:19:01,232
FV304,S7 Airlines,2025-09-03,07:37:17,119
WZ1875,S7 Airlines,2024-01-06,21:57:56,127
SU1418,Pobeda,2024-11-17,19:19:53,140
N41770,Aeroflot,2024-01-11,12:45:50,243
WZ887,Pobeda,2024-06-25,18:28:55,86
FV963,Rossiya,2024-01-24,05:34:32,44
SU1585,S7 Airlines,2024-07-15,00:26:49,193
SU689,Nordwind,2025-12-25,11:12:30,28
WZ1417,Nordwind,2024-04-17,16:18:50,194
S7481,Ural Airlines,2025-02-18,20:57:23,58
WZ894,Nordwind,2025-12-03,16:32:50,103
UT775,Aeroflot,2024-10-14,06:30:03,47
N41642,Red Wings,2025-09-03,01:13:12,22
S71461,Rossiya,2025-03-27,01:20:07,160
DP91,Aeroflot,2025-12-14,13:16:37,194
SU646,Red Wings,2024-06-04,06:35:49,66
FV623,Aeroflot,2024-11-15,04:31:30,70
SU1376,Utair,2024-02-07,19:07:26,298
N4400,Ural Airlines,2024-03-28,04:02:03,202
WZ443,Aeroflot,2024-06-15,11:23:06,23
UT1982,Ural Airlines,2025-01-19,04:33:44,135
FV718,Pobeda,2024-01-11,21:56:43,176
N4204,Red Wings,2025-12-02,18:14:45,186
UT102,Ural Airlines,2025-04-15,02:31:23,114
UT1496,Utair,2024-12-25,17:17:17,92
N41087,Pobeda,2024-02-13,18:52:46,251
SU668,Aeroflot,2024-12-08,13:30:48,273
N4597,Ural Airlines,2025-06-19,20:13:12,98
FV4,Utair,2024-08-10,12:12:21,48
WZ785,Pobeda,2025-08-18,08:14:41,10
U6196,S7 Airlines,2025-01-06,14:27:22,66
U61821,Ural Airlines,2025-11-24,21:31:30,225
U61037,Aeroflot,2024-06-22,14:42:17,74
SU425,Aeroflot,2025-03-09,11:13:44,211
S7427,Rossiya,2024-05-02,06:45:47,217
WZ20,S7 Airlines,2024-08-11,22:50:34,139
FV640,Rossiya,2024-05-12,19:57:23,185
SU1811,Rossiya,2024-06-04,20:22:19,255
UT1272,Ural Airlines,2025-03-27,06:44:50,65
WZ290,Aeroflot,2024-04-12,15:56:07,212
WZ513,S7 Airlines,2024-03-10,12:09:25,206
SU1383,Nordwind,2024-07-05,07:15:49,59
N4147,S7 Airlines,2025-01-07,12:10:42,199
U61122,Ural Airlines,2024-08-19,17:28:29,177
SU151,Utair,2024-03-25,04:24:48,130
WZ700,Rossiya,2025-01-27,03:40:54,132
SU927,Pobeda,2024-09-27,05:57:15,88
S7623,Rossiya,2024-05-13,05:49:55,93
DP97,Utair,2025-07-22,22:59:27,1
S7356,Aeroflot,2024-11-12,01:14:48,178
DP368,Utair,2025-10-05,16:50:09,84
DP1449,Rossiya,2025-12-26,14:20:13,203
S71265,Aeroflot,2024-08-17,08:18:54,139
N4358,S7 Airlines,2025-10-01,02:22:07,155
S7469,S7 Airlines,2024-12-14,18:13:59,146
DP1879,Nordwind,2024-12-01,20:54:19,115
DP549,Red Wings,2025-01-22,11:43:33,60
N41663,S7 Airlines,2025-10-03,22:36:46,47
DP527,Nordwind,2024-06-13,21:49:51,171
N41987,Pobeda,2024-10-09,06:29:23,100
DP300,Ural Airlines,2024-09-15,11:13:19,45
SU301,Rossiya,2024-06-27,07:27:55,25
N447,Nordwind,2025-11-08,22:27:14,153
U6234,Nordwind,2024-07-20,16:24:46,84
WZ1297,Pobeda,2025-08-12,15:59:09,222
UT1995,Rossiya,2024-05-19,21:23:42,103
N41417,Ural Airlines,2025-01-10,01:44:35,31
S7154,Red Wings,2025-01-24,10:05:51,77
DP895,S7 Airlines,2025-08-16,11:46:57,70
FV808,S7 Airlines,2025-09-14,06:51:20,276
SU279,Red Wings,2025-04-19,04:00:30,170
WZ130,S7 Airlines,2024-09-03,00:22:43,201
FV607,Red Wings,2025-11-04,10:53:00,45
DP439,Utair,2025-08-09,10:28:45,63
SU534,Ural Airlines,2024-09-03,20:45:45,62
SU106,Aeroflot,2024-01-12,08:05:23,274
FV1079,Red Wings,2024-11-14,00:58:46,183
S71886,Aeroflot,2025-09-18,10:50:36,33
UT706,Pobeda,2024-08-16,14:00:25,99
FV961,Pobeda,2025-01-07,14:08:47,243
SU1834,Aeroflot,2024-07-25,18:16:28,212
N41914,S7 Airlines,2024-10-14,16:48:05,76
N41321,Red Wings,2024-01-01,08:56:49,177
U6860,Aeroflot,2024-07-05,23:07:22,288
SU1374,Red Wings,2024-05-13,17:33:40,229
U6377,Rossiya,2025-06-15,08:45:40,52
N41558,S7 Airlines,2025-08-12,08:57:30,10
SU1510,Nordwind,2025-06-03,12:15:43,140
UT19,S7 Airlines,2024-12-21,08:55:41,178
SU1981,Ural Airlines,2025-07-26,23:16:57,269
DP1232,Pobeda,2024-06-17,17:27:17,52
SU1548,Ural Airlines,2024-04-05,09:57:35,10
FV1449,Red Wings,2024-06-22,21:12:46,286
WZ1054,S7 Airlines,2024-09-22,18:04:58,265
SU762,Aeroflot,2025-08-26,22:11:37,287
WZ1178,S7 Airlines,2025-07-03,04:19:59,208
N4993,Pobeda,2025-08-14,12:11:56,58
DP760,Ural Airlines,2025-02-09,01:32:04,121
WZ1574,Ural Airlines,2024-12-08,05:49:03,70
SU1978,S7 Airlines,2024-08-26,14:28:38,212
UT985,Nordwind,2024-01-07,13:33:30,228
UT1306,Ural Airlines,2025-04-05,19:18:57,144
UT1217,Ural Airlines,2024-03-21,13:45:07,103
SU1652,S7 Airlines,2024-08-24,08:25:22,268
WZ1191,Utair,2024-06-27,21:40:20,284
UT77,Pobeda,2024-06-14,16:26:29,155
N41193,Aeroflot,2025-03-19,17:07:57,177
WZ879,Rossiya,2024-07-21,21:23:20,171
DP1732,Pobeda,2024-08-04,09:11:32,36
SU337,Utair,2025-08-27,23:23:17,271
FV1040,S7 Airlines,2024-04-02,00:22:55,73
SU1227,Pobeda,2025-12-17,20:04:31,257
U6725,Ural Airlines,2025-05-09,19:58:00,86
U61157,Aeroflot,2024-04-02,15:53:02,277
UT1357,S7 Airlines,2024-09-16,11:55:49,193
SU998,Ural Airlines,2024-11-18,18:24:07,247
S784,Aeroflot,2025-08-10,19:54:07,103
UT1767,Utair,2025-08-18,14:15:18,2
U6594,Red Wings,2024-07-09,17:06:21,30
U61024,Rossiya,2024-08-14,15:28:55,111
S71533,Aeroflot,2025-10-14,20:28:07,5
DP24,Rossiya,2025-03-17,19:23:36,90
N4974,Utair,2024-11-23,07:56:11,44
FV1465,Aeroflot,2025-05-04,10:12:30,286
WZ1448,Pobeda,2024-07-24,13:53:48,112
DP1969,Utair,2025-06-11,00:05:21,285
WZ492,Rossiya,2025-10-25,09:59:07,126
U6678,Pobeda,2024-07-02,03:33:07,55
WZ267,Nordwind,2025-10-23,03:02:11,256
UT1884,Rossiya,2025-08-13,01:59:05,151
UT1828,S7 Airlines,2024-03-26,22:51:49,262
DP1348,Utair,2024-07-12,07:21:39,209
UT358,Aeroflot,2025-10-06,12:58:40,154
FV1651,Pobeda,2025-01-11,08:44:31,258
UT251,Ural Airlines,2024-09-25,17:47:06,287
U61594,S7 Airlines,2024-05-02,06:14:49,231
DP1056,Ural Airlines,2024-03-25,06:50:16,249
N4894,Rossiya,2024-06-25,16:54:41,9
DP707,Nordwind,2025-10-26,18:16:40,60
SU697,Ural Airlines,2025-04-06,12:12:31,90
N41079,Ural Airlines,2025-11-20,10:48:24,108
DP238,Ural Airlines,2025-03-25,01:49:26,35
FV1898,S7 Airlines,2024-04-02,08:40:01,183
U61270,Utair,2025-08-08,16:01:28,274
U61992,Red Wings,2025-08-15,05:17:42,76
U644,Ural Airlines,2025-04-03,04:38:40,93
UT974,Nordwind,2024-05-04,00:15:06,204
S71658,Rossiya,2024-07-06,08:15:22,231
DP1364,Nordwind,2025-04-14,03:33:17,214
UT505,Rossiya,2025-02-19,19:54:28,122
N4283,S7 Airlines,2025-06-09,18:18:39,90
SU640,Ural Airlines,2024-07-09,01:39:21,157
DP1324,Red Wings,2024-01-02,11:31:59,263
SU44,Nordwind,2025-03-25,23:42:30,277
FV193,S7 Airlines,2025-10-22,14:06:08,183
UT589,S7 Airlines,2024-09-17,23:37:42,158
FV491,S7 Airlines,2025-01-16,16:01:25,251
UT1798,Utair,2024-04-09,01:36:29,160
S7574,Red Wings,2024-04-15,01:42:14,57
SU1502,Nordwind,2025-07-07,13:41:02,74
N4647,Utair,2025-12-08,13:52:06,239
U61651,Aeroflot,2025-07-19,06:45:59,149
FV1836,Pobeda,2024-10-01,08:13:17,234
FV1735,Aeroflot,2025-01-07,10:57:00,89
N4162,Red Wings,2025-10-03,07:34:51,45
FV1215,Rossiya,2025-11-10,11:45:19,168
N4401,Pobeda,2025-02-07,18:53:11,4
S7202,Pobeda,2024-12-07,23:53:00,22
S71929,Pobeda,2025-10-08,03:54:58,249
SU701,Utair,2025-01-15,07:12:17,22
UT1135,Aeroflot,2025-02-11,17:08:53,270
FV1276,S7 Airlines,2024-05-01,22:18:48,51
U6869,Utair,2025-10-27,20:27:30,242
WZ1447,Rossiya,2024-10-17,00:42:19,102
UT1791,Red Wings,2024-04-04,18:20:20,14
S7565,Rossiya,2025-12-17,03:56:41,254
S71518,S7 Airlines,2025-12-08,10:23:28,13
UT1368,Aeroflot,2024-05-07,08:19:55,67
U61347,Aeroflot,2024-10-06,15:29:37,114
UT1706,Utair,2025-08-11,16:20:50,262
SU1656,Utair,2025-11-08,02:37:24,297
DP785,Red Wings,2025-04-27,07:23:40,112
S71948,S7 Airlines,2025-05-16,14:03:17,289
WZ1692,Utair,2025-06-18,04:56:28,163
FV1030,Utair,2025-08-07,13:13:48,300
UT730,S7 Airlines,2024-02-28,09:06:15,269
SU1405,S7 Airlines,2025-01-06,09:50:29,214
S71796,S7 Airlines,2025-11-14,13:43:13,42
SU1308,Pobeda,2024-03-01,19:35:13,7
N4510,Pobeda,2025-01-24,11:48:21,217
FV1456,Utair,2025-07-18,18:04:00,89
N4691,Pobeda,2024-05-17,08:00:30,208
DP1077,Pobeda,2024-02-07,01:44:04,195
WZ195,Aeroflot,2024-10-24,11:39:32,264
FV1766,Red Wings,2024-04-09,04:43:42,269
DP1044,Ural Airlines,2024-07-10,12:36:48,30
UT1627,S7 Airlines,2024-09-23,01:47:19,155
SU719,Rossiya,2025-01-15,23:28:42,54
S71107,S7 Airlines,2025-01-16,08:55:12,87
WZ793,Rossiya,2024-07-17,12:48:39,184
UT732,Utair,2024-08-01,23:10:57,186
WZ1949,Nordwind,2024-09-09,11:16:26,82
FV1347,S7 Airlines,2025-08-19,18:53:45,214
N41479,Red Wings,2024-06-22,08:28:34,180
N41164,Aeroflot,2024-03-23,18:53:28,247
WZ1400,Aeroflot,2024-03-05,21:34:54,293
FV150,S7 Airlines,2024-10-22,09:47:36,178
FV1569,Aeroflot,2025-06-07,17:37:04,122
S7801,S7 Airlines,2024-07-05,22:22:36,226
DP134,Pobeda,2025-12-13,06:37:31,213
FV1264,Red Wings,2025-03-24,00:00:52,262
N41067,S7 Airlines,2025-02-05,07:40:43,129
FV883,Rossiya,2025-02-22,06:32:35,96
WZ1551,Nordwind,2024-12-28,13:55:51,197
DP548,Red Wings,2025-06-09,22:38:54,185
N41257,Pobeda,2024-01-19,16:18:15,212
WZ1947,Ural Airlines,2024-05-27,16:51:21,36
DP1472,Aeroflot,2024-05-13,10:42:17,259
DP168,S7 Airlines,2024-02-05,18:36:33,227
SU1351,Aeroflot,2024-01-26,10:11:28,182
FV667,Nordwind,2024-04-04,10:16:39,182
FV1010,Utair,2025-11-24,03:41:02,4
U6461,Pobeda,2025-05-02,15:06:08,283
S7578,S7 Airlines,2025-07-13,05:03:23,253
UT190,Utair,2024-11-01,20:23:32,45
DP745,Pobeda,2024-12-05,20:37:37,16
N4275,Rossiya,2024-02-23,19:43:08,82
N447,Ural Airlines,2025-01-11,09:20:18,60
N41129,Pobeda,2024-06-01,06:26:47,192
SU260,Pobeda,2024-01-04,14:41:00,55
UT1613,Pobeda,2025-02-13,14:59:06,289
SU1339,Utair,2025-02-15,04:51:59,205
U6181,Utair,2024-08-11,21:44:10,120
UT1301,Utair,2025-04-21,11:41:16,257
U61172,Nordwind,2025-11-02,01:51:58,172
DP1657,Aeroflot,2024-05-17,23:46:53,186
U61185,Rossiya,2025-06-11,20:18:47,166
N41844,Nordwind,2024-10-27,17:48:30,49
FV7,Aeroflot,2025-01-17,00:42:17,44
WZ941,S7 Airlines,2025-10-28,17:37:12,124
UT168,S7 Airlines,2024-12-01,11:45:36,11
U61346,Utair,2025-02-27,22:34:46,101
S71809,Ural Airlines,2025-11-22,07:30:02,158
FV1841,Utair,2024-07-15,23:53:16,97
U6377,Nordwind,2025-11-27,16:21:20,260
UT1949,Utair,2024-10-08,14:35:56,71
SU1536,Red Wings,2025-08-20,23:18:34,150
UT608,Nordwind,2025-09-17,00:55:50,38
WZ1450,S7 Airlines,2024-12-17,22:27:24,203
N4945,Nordwind,2025-05-14,02:52:07,29
N4101,Rossiya,2025-05-01,15:21:35,228
SU1899,Utair,2025-12-12,04:09:34,55
SU568,Rossiya,2024-05-11,20:25:55,95
SU1650,Aeroflot,2025-06-10,18:05:08,102
U6505,Nordwind,2025-07-01,08:51:49,78
S71945,S7 Airlines,2025-12-05,01:40:46,300
U6327,Ural Airlines,2024-01-05,19:36:22,190
N4788,Aeroflot,2024-01-22,00:28:25,267
S71037,Nordwind,2024-02-05,21:55:05,63
FV1614,Utair,2024-11-22,03:06:44,158
SU455,Ural Airlines,2024-06-15,10:49:30,84
SU1835,Nordwind,2024-01-28,06:07:51,34
DP1201,Nordwind,2025-04-20,07:33:18,208
N4952,S7 Airlines,2025-11-18,00:48:31,83
DP168,Ural Airlines,2024-04-25,05:59:12,80
UT39,S7 Airlines,2025-08-04,02:13:30,190
WZ1274,Aeroflot,2024-10-26,11:29:48,137
FV1673,S7 Airlines,2025-05-05,21:15:12,257
S7987,Ural Airlines,2024-01-09,01:29:54,273
WZ108,Utair,2024-08-26,22:54:10,119
U61055,Rossiya,2025-09-24,13:11:15,254
N4670,Utair,2025-03-17,06:23:41,118
S7791,Ural Airlines,2025-09-02,15:36:07,63
WZ1935,S7 Airlines,2024-02-12,15:27:59,130
N4466,S7 Airlines,2025-02-03,06:33:28,90
U61896,Pobeda,2025-04-05,01:26:48,79
U61295,Ural Airlines,2025-10-25,03:43:14,10
FV28,Aeroflot,2024-10-12,19:58:49,51
FV59,Utair,2024-03-17,06:36:31,93
U61041,Ural Airlines,2025-09-18,09:22:28,59
FV1198,Nordwind,2024-06-01,02:30:08,227
FV125,Nordwind,2024-11-22,13:23:02,248
WZ1801,Ural Airlines,2024-07-11,21:30:49,190
FV1491,Red Wings,2025-12-06,07:34:14,21
FV814,Nordwind,2024-11-03,08:02:49,195
UT1769,Pobeda,2025-11-09,09:23:43,189
U61122,Rossiya,2024-12-12,06:17:33,283
SU339,S7 Airlines,2025-06-17,03:29:51,208
WZ1036,Rossiya,2024-09-11,15:09:14,222
FV1543,Ural Airlines,2025-03-11,11:34:03,78
N41729,Utair,2025-03-02,17:15:26,18
DP151,S7 Airlines,2024-04-15,06:45:24,173
SU1695,Utair,2025-09-20,21:00:28,210
UT1974,Utair,2024-06-28,00:05:01,59
U61437,Ural Airlines,2024-11-10,17:30:59,43
UT737,Rossiya,2025-05-20,16:41:40,243
UT1106,Rossiya,2024-07-15,10:32:15,129
