Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
FV1409,S7 Airlines,2025-01-03,13:02:12,212
S73,Rossiya,2025-04-04,18:42:00,115
DP1400,Rossiya,2024-06-16,13:11:48,237
S7664,Ural Airlines,2025-02-22,08:16:37,127
WZ698,Ural Airlines,2025-05-06,20:50:35,280
FV300,Utair,2024-10-18,15:04:07,109
U6378,Pobeda,2025-08-25,05:15:59,267
FV3,Nordwind,2025-05-06,18:17:15,214
FV1509,Aeroflot,2024-03-08,05:03:11,171
N4217,Ural Airlines,2025-10-22,13:12:40,198
DP1189,S7 Airlines,2025-02-03,11:02:03,203
FV458,Utair,2024-01-16,08:56:52,200
FV887,Aeroflot,2025-07-09,14:01:10,266
WZ1719,Red Wings,2025-05-20,06:34:07,112
FV290,Aeroflot,2024-11-24,18:06:30,209
WZ1422,Nordwind,2025-05-28,03:16:36,108
SU348,S7 Airlines,2025-09-04,20:26:07,287
SU1297,Aeroflot,2024-04-13,01:31:44,264
UT1620,Utair,2025-01-28,04:34:35,200
UT152,Pobeda,2025-09-04,09:34:54,134
S71165,Pobeda,2025-11-25,03:55:13,209
WZ1760,Rossiya,2025-10-05,22:06:11,152
FV90,Pobeda,2025-04-15,09:20:53,271
N4403,Ural Airlines,2025-03-18,11:56:15,239
S71080,Nordwind,2024-12-01,04:41:21,99
UT1293,Aeroflot,2025-07-09,21:31:15,50
N41722,Utair,2025-10-21,11:59:00,80
SU1664,Nordwind,2024-09-18,06:08:21,153
U6652,Nordwind,2025-06-21,13:01:07,126
U61655,Utair,2024-05-25,00:40:05,243
S7382,Nordwind,2024-05-14,04:07:38,295
FV860,S7 Airlines,2025-09-19,05:31:21,193
DP1485,Nordwind,2024-12-26,10:32:23,193
UT465,Red Wings,2025-06-22,04:47:39,178
WZ141,S7 Airlines,2024-04-07,15:22:47,60
DP334,Red Wings,2025-11-28,17:15:51,271
U61978,Ural Airlines,2024-10-28,08:12:35,8
N4462,Rossiya,2025-05-26,05:02:57,56
UT1396,Red Wings,2025-04-24,22:16:15,165
WZ979,Utair,2024-10-02,13:21:43,272
DP15,S7 Airlines,2025-05-17,07:32:56,185
FV227,Red Wings,2025-02-15,00:40:47,107
SU161,Nordwind,2025-02-23,22:14:25,29
SU557,Red Wings,2024-01-12,23:23:51,268
WZ1940,Nordwind,2025-05-04,21:33:27,248
N41118,S7 Airlines,2024-10-20,09:27:55,211
FV1914,S7 Airlines,2024-07-05,08:51:18,133
S71090,Red Wings,2025-12-28,20:44:49,113
FV1738,Rossiya,2024-02-15,06:40:36,198
DP1378,Rossiya,2025-05-22,22:18:03,279
DP1447,Pobeda,2025-07-17,18:53:47,162
WZ687,Utair,2024-07-25,02:29:16,41
N429,Utair,2025-01-17,13:23:56,188
WZ295,Nordwind,2025-04-18,04:47:13,122
FV1183,Utair,2024-06-17,18:43:03,47
SU1611,Utair,2025-01-08,13:58:33,266
N4395,Red Wings,2025-08-06,20:20:45,93
S71434,Rossiya,2025-07-08,07:54:33,250
N4912,Aeroflot,2024-07-12,21:31:56,240
FV832,S7 Airlines,2024-01-26,18:42:04,96
DP1310,Ural Airlines,2025-06-17,11:00:02,173
S71887,Red Wings,2024-11-14,07:34:38,219
FV1028,Aeroflot,2025-04-19,04:54:36,275
WZ1188,S7 Airlines,2025-06-02,18:16:04,145
DP183,Ural Airlines,2025-08-27,14:44:12,271
UT1492,Ural Airlines,2025-02-03,14:54:18,164
S7310,Utair,2025-04-22,18:54:38,227
S7795,Nordwind,2024-01-02,09:15:24,23
N41119,Utair,2025-06-14,16:17:19,207
WZ1063,Pobeda,2025-12-12,08:26:45,179
SU1215,S7 Airlines,2024-01-17,16:35:16,209
DP535,S7 Airlines,2025-07-25,21:19:21,22
SU1699,Rossiya,2025-01-14,16:44:18,221
N41039,Rossiya,2024-02-07,16:17:05,276
WZ1500,Rossiya,2025-01-16,06:21:55,238
U61406,Red Wings,2025-08-06,08:27:06,209
WZ1208,Aeroflot,2024-04-09,03:43:03,83
UT440,Nordwind,2025-07-26,12:53:07,182
U61196,Ural Airlines,2024-04-14,17:26:55,280
DP708,Ural Airlines,2025-07-15,20:37:47,51
WZ72,Pobeda,2024-12-22,15:34:16,200
SU1635,Pobeda,2024-07-18,11:18:47,277
FV1784,Nordwind,2024-04-15,00:01:07,213
SU450,Red Wings,2024-09-09,12:05:29,206
FV437,Nordwind,2025-07-26,10:39:37,167
S7627,Red Wings,2024-10-12,16:06:53,231
N41988,Rossiya,2024-04-25,08:12:17,64
DP754,Red Wings,2025-05-11,19:52:52,84
FV787,Nordwind,2024-02-19,10:34:39,50
S7112,Ural Airlines,2025-09-08,10:15:38,238
WZ253,Ural Airlines,2025-07-17,05:46:07,262
S7222,Ural Airlines,2025-07-06,04:19:32,28
S71615,Nordwind,2025-03-05,23:28:44,263
UT1909,Ural Airlines,2025-09-17,17:44:00,107
DP180,Ural Airlines,2024-08-27,14:58:34,300
DP1107,Ural Airlines,2025-08-01,06:43:41,299
FV1572,Rossiya,2025-09-09,19:09:36,154
U61321,Red Wings,2025-02-21,00:23:52,299
S71378,Pobeda,2024-02-23,23:29:21,237
FV759,Rossiya,2024-04-13,06:15:32,44
SU651,Utair,2025-03-12,04:40:25,249
DP1470,Utair,2025-11-10,18:04:57,132
SU667,Pobeda,2025-11-20,16:41:20,0
UT348,Red Wings,2025-10-15,22:16:25,76
SU217,Red Wings,2024-06-23,19:29:13,86
FV1439,Utair,2024-12-22,01:52:34,246
DP1425,Pobeda,2025-06-06,06:14:31,138
WZ1535,Rossiya,2025-06-26,01:13:40,12
S7492,Pobeda,2025-09-17,20:47:48,39
FV792,S7 Airlines,2025-12-21,00:22:12,53
U649,Utair,2025-01-06,06:25:25,192
WZ1401,Nordwind,2025-05-18,12:23:29,110
DP1903,Aeroflot,2025-06-12,19:22:29,285
UT314,Utair,2024-09-26,03:48:33,15
WZ1102,S7 Airlines,2025-02-16,03:00:54,167
SU508,Aeroflot,2024-05-06,21:25:39,293
UT1988,Nordwind,2025-08-19,06:34:39,160
SU78,Utair,2025-09-28,13:35:37,123
U61116,Nordwind,2024-06-09,14:43:02,298
N499,Utair,2025-04-26,18:11:01,144
FV1024,S7 Airlines,2025-06-09,10:20:14,125
U61877,Ural Airlines,2025-12-23,04:38:08,148
WZ1516,Pobeda,2025-10-19,08:56:23,151
WZ224,Red Wings,2024-06-12,23:50:58,240
S7843,Nordwind,2025-07-28,21:42:17,39
N41705,Nordwind,2024-04-13,12:00:51,279
DP1060,Ural Airlines,2025-12-26,22:14:35,90
UT1955,Nordwind,2025-03-04,09:29:52,253
UT733,Pobeda,2024-11-07,17:03:04,67
DP123,Ural Airlines,2025-09-14,10:28:33,213
UT1400,Red Wings,2024-07-26,10:35:38,188
WZ634,Utair,2024-06-02,23:07:29,282
N4923,Aeroflot,2025-09-15,21:17:11,86
FV109,Nordwind,2024-10-10,01:45:12,101
SU1005,Aeroflot,2024-05-14,04:08:07,166
WZ566,Rossiya,2024-08-15,07:32:31,18
S7974,S7 Airlines,2025-08-25,18:50:53,80
UT156,Rossiya,2024-04-25,18:32:50,6
U61707,Ural Airlines,2025-01-11,23:57:07,169
DP554,Ural Airlines,2025-02-10,18:51:48,211
WZ357,Rossiya,2025-11-15,01:44:21,278
FV446,Aeroflot,2025-03-22,08:22:46,59
SU728,Ural Airlines,2024-07-21,15:55:54,280
S7177,Nordwind,2024-09-15,06:32:00,68
WZ9,Pobeda,2025-12-13,07:14:05,26
UT1220,Rossiya,2024-02-03,02:11:26,29
U61062,Ural Airlines,2025-06-08,14:17:51,284
WZ1766,Pobeda,2024-01-09,18:17:56,165
DP1227,Red Wings,2025-01-20,08:00:57,258
N4959,Ural Airlines,2024-09-22,18:44:54,86
FV475,Nordwind,2025-12-23,13:33:32,222
WZ690,Pobeda,2025-03-26,05:21:44,40
SU1012,Aeroflot,2024-06-16,01:25:13,250
UT610,Red Wings,2025-05-24,13:42:55,219
UT1260,Red Wings,2025-04-01,11:06:07,51
U6293,S7 Airlines,2025-01-21,05:34:59,230
UT262,Pobeda,2024-05-03,08:05:12,213
DP286,Pobeda,2025-02-26,03:07:44,192
U6562,Nordwind,2025-02-11,13:53:46,269
WZ1847,Ural Airlines,2024-03-27,08:36:36,106
DP1844,Aeroflot,2025-12-04,19:17:24,195
UT167,S7 Airlines,2025-08-16,19:14:06,272
WZ1878,Utair,2025-12-18,23:45:46,255
N4101,Red Wings,2024-02-20,08:53:26,286
SU1444,Nordwind,2024-01-18,00:07:56,143
S71052,Utair,2025-06-09,11:18:24,177
FV837,Rossiya,2025-07-27,09:46:56,262
DP1381,Nordwind,2025-12-20,14:41:23,25
U61754,Utair,2025-10-10,16:52:13,257
WZ717,Rossiya,2024-07-16,09:55:53,8
UT23,Nordwind,2025-09-27,23:28:16,83
N41579,Red Wings,2024-12-19,19:43:38,295
N41478,Aeroflot,2024-11-13,06:39:21,240
SU1904,Utair,2025-08-17,12:17:23,255
DP1014,Pobeda,2025-02-02,13:47:38,244
U6824,Pobeda,2025-12-23,13:24:03,35
S71411,Aeroflot,2024-07-16,04:18:38,161
FV945,Red Wings,2025-02-15,06:26:40,229
S7178,Aeroflot,2025-08-14,13:13:24,227
DP1775,Nordwind,2025-02-14,00:41:19,73
S71659,Red Wings,2025-12-27,07:00:32,70
SU1168,Ural Airlines,2025-12-23,10:49:24,268
WZ920,Rossiya,2025-03-17,04:12:26,263
WZ733,Red Wings,2024-06-12,06:47:40,148
SU768,Utair,2025-10-10,19:28:15,285
S7437,Ural Airlines,2025-03-21,20:16:45,212
U61897,Red Wings,2025-01-19,06:16:00,36
SU1862,S7 Airlines,2025-11-25,15:53:04,292
N41228,Rossiya,2025-06-15,14:15:19,299
S746,Nordwind,2025-03-09,10:10:24,297
S71710,Aeroflot,2025-11-21,09:21:28,60
WZ837,Red Wings,2024-01-21,09:00:57,181
N41340,Utair,2024-01-22,20:05:31,239
FV1162,Nordwind,2024-07-02,11:50:43,193
DP1669,Rossiya,2025-09-03,02:21:36,202
WZ483,Nordwind,2024-05-08,19:41:33,3
S7307,Pobeda,2025-10-09,15:25:37,24
DP1193,Rossiya,2024-09-06,20:18:13,126
U6399,Rossiya,2024-05-18,13:15:13,264
N41287,Utair,2025-05-15,19:07:33,128
WZ634,Aeroflot,2024-05-22,19:15:06,134
S7754,S7 Airlines,2024-02-09,13:04:10,231
U6704,Ural Airlines,2024-05-17,21:31:35,78
FV1984,Utair,2025-08-17,11:24:55,16
S7476,Nordwind,2024-02-19,17:44:31,77
WZ1104,S7 Airlines,2025-02-16,16:06:11,9
U61877,Rossiya,2024-12-03,05:13:03,17
U6948,Utair,2025-04-24,02:43:50,18
WZ1860,Aeroflot,2025-10-13,01:29:50,245
WZ944,Pobeda,2024-09-17,09:17:18,70
SU1939,Red Wings,2024-09-10,22:51:51,259
UT1796,Ural Airlines,2024-12-23,07:52:36,12
UT1212,Red Wings,2024-02-19,11:43:17,9
N41788,S7 Airlines,2025-02-18,11:47:12,147
SU370,Rossiya,2024-10-01,05:34:50,99
U61492,Nordwind,2024-08-08,06:01:20,219
WZ1130,Pobeda,2025-10-21,13:08:10,86
S7331,Aeroflot,2025-03-11,17:58:34,121
N41259,Rossiya,2024-12-28,19:27:24,128
FV1733,S7 Airlines,2025-02-04,01:17:12,242
U61300,S7 Airlines,2024-11-26,17:37:54,27
S7470,Nordwind,2024-06-11,18:16:23,95
S7762,Utair,2024-04-04,13:57:35,136
U6832,Pobeda,2024-10-08,23:03:30,154
S71433,Ural Airlines,2025-05-19,07:08:14,248
SU775,Red Wings,2025-03-15,04:18:38,133
FV211,Aeroflot,2025-01-10,18:30:10,9
FV1111,Rossiya,2025-03-18,10:19:57,177
SU847,Nordwind,2025-05-23,19:28:31,265
U61583,Nordwind,2025-07-04,19:48:59,52
S71860,Aeroflot,2024-09-01,05:06:18,171
N41601,Nordwind,2024-10-12,11:21:12,219
UT1366,Utair,2025-12-20,11:26:37,186
S7564,Red Wings,2024-08-09,01:38:40,164
SU1910,Nordwind,2025-08-01,17:44:28,32
U61234,Red Wings,2024-10-10,03:32:22,4
S71816,Aeroflot,2024-07-17,05:21:14,14
S7498,Aeroflot,2024-05-23,05:01:26,112
WZ1301,Pobeda,2025-03-02,01:13:14,289
DP339,Aeroflot,2024-11-12,02:12:14,173
WZ1289,Ural Airlines,2024-06-04,20:39:02,18
DP23,Red Wings,2024-07-09,11:13:45,142
FV783,Rossiya,2025-04-14,07:04:50,62
DP1742,Red Wings,2025-08-06,22:56:30,5
FV207,Ural Airlines,2024-11-03,09:49:32,288
DP963,Ural Airlines,2025-09-12,12:23:43,108
U61912,Pobeda,2024-12-19,20:59:50,20
FV382,Ural Airlines,2025-09-01,11:57:13,64
UT1314,Red Wings,2024-03-10,05:05:19,257
S71503,S7 Airlines,2025-10-23,05:22:27,112
UT128,Utair,2024-07-17,01:40:43,21
N4391,Aeroflot,2024-04-11,11:46:49,274
WZ207,Ural Airlines,2024-02-13,03:48:35,175
N4783,Utair,2025-03-10,07:37:21,141
N4849,Ural Airlines,2024-10-15,00:23:54,9
UT1258,S7 Airlines,2025-11-22,15:08:46,245
S71032,Red Wings,2025-03-15,15:29:57,85
N41737,S7 Airlines,2025-12-16,03:36:07,197
N41764,Ural Airlines,2024-05-18,23:46:17,260
UT1537,Utair,2025-05-06,23:24:28,15
UT949,Pobeda,2025-02-02,22:52:22,112
SU176,Ural Airlines,2025-08-03,16:49:57,89
N41798,Pobeda,2025-07-26,12:07:18,101
U61687,Nordwind,2025-10-27,16:00:38,28
FV301,Rossiya,2024-05-11,21:17:34,261
FV1598,Ural Airlines,2024-12-19,12:37:42,116
U6987,Utair,2025-06-06,16:10:46,232
U61745,Red Wings,2024-07-21,00:24:31,248
WZ581,Utair,2024-08-17,18:43:58,35
N41068,Rossiya,2024-05-22,15:29:38,238
U6122,Red Wings,2025-07-16,22:54:26,44
U6375,Rossiya,2024-12-03,06:49:45,113
FV302,Pobeda,2025-06-08,06:19:17,49
N4564,Utair,2024-06-21,20:01:39,298
S71687,Ural Airlines,2025-09-09,16:06:40,53
SU1538,Pobeda,2025-04-02,07:49:50,191
UT1684,Aeroflot,2025-01-08,13:20:22,7
N4869,Red Wings,2025-10-27,07:40:17,34
SU308,Nordwind,2024-05-27,16:39:01,241
N41853,Red Wings,2024-09-09,01:33:50,58
FV1553,Utair,2025-06-03,00:47:28,144
DP690,S7 Airlines,2025-02-27,17:30:58,154
WZ1530,S7 Airlines,2025-12-22,15:11:10,211
FV641,Rossiya,2024-12-09,20:53:36,192
S71841,Pobeda,2025-03-27,07:59:59,214
N41499,Nordwind,2024-08-26,22:41:17,131
N41259,Utair,2024-03-15,05:32:13,116
SU1050,Red Wings,2025-06-10,09:36:25,219
DP468,Aeroflot,2025-03-12,19:17:43,193
S7955,Aeroflot,2025-02-22,18:57:52,0
WZ1341,Pobeda,2024-04-02,18:52:11,94
U6765,Utair,2025-07-20,22:14:25,130
N4148,Ural Airlines,2024-08-25,06:55:07,17
SU710,Rossiya,2025-05-26,04:38:08,296
DP10,Utair,2025-04-06,23:13:40,192
SU109,Red Wings,2024-07-09,10:34:57,267
U6259,Nordwind,2024-10-01,13:58:51,261
S7797,Nordwind,2025-01-04,03:28:36,189
DP1660,Pobeda,2024-07-13,17:48:24,245
WZ1871,Nordwind,2025-04-22,04:26:21,33
N41603,Aeroflot,2025-08-24,02:44:06,88
WZ1859,Nordwind,2024-02-10,22:38:08,100
DP1256,Utair,2025-04-28,13:43:33,76
N4884,Nordwind,2025-09-09,16:52:22,9
WZ646,Red Wings,2024-10-20,02:27:40,204
S7372,Red Wings,2024-01-07,05:12:59,270
DP220,Nordwind,2025-05-11,23:30:03,225
DP1499,S7 Airlines,2025-04-26,20:28:22,184
S71557,Red Wings,2024-10-09,11:29:50,160
S71614,Utair,2025-05-01,16:42:51,142
DP303,Utair,2025-10-14,21:32:57,250
N4279,Rossiya,2024-02-02,05:54:50,243
UT380,Rossiya,2024-07-04,22:36:48,227
N41837,Red Wings,2025-02-18,00:17:57,231
FV1720,Red Wings,2024-01-17,11:09:19,69
WZ1965,S7 Airlines,2024-03-22,09:03:43,241
N41492,Red Wings,2025-07-26,03:06:09,185
N41036,Aeroflot,2025-02-25,15:04:18,195
UT1306,Aeroflot,2024-08-23,06:08:44,243
UT624,Nordwind,2024-05-18,20:19:07,110
U61721,Aeroflot,2024-10-22,05:03:42,41
FV897,Pobeda,2024-05-14,06:16:55,210
N41276,Rossiya,2025-03-26,17:51:53,13
FV156,S7 Airlines,2025-10-07,06:30:04,162
S71519,Nordwind,2025-04-27,23:39:28,149
WZ1295,Aeroflot,2024-04-04,10:17:41,240
UT1167,Utair,2024-05-16,14:39:08,106
FV162,Rossiya,2024-04-27,08:04:50,85
N41283,Utair,2024-03-06,09:36:24,85
WZ423,Red Wings,2025-02-23,07:32:24,151
N41466,Nordwind,2025-10-23,17:31:32,163
DP400,Red Wings,2025-08-10,15:54:55,197
SU1726,Ural Airlines,2024-12-25,05:27:44,31
WZ118,Red Wings,2025-11-14,23:09:46,102
N4586,Pobeda,2024-12-18,09:18:45,172
N4464,S7 Airlines,2024-04-21,17:28:30,80
S71691,Ural Airlines,2024-12-12,20:59:58,300
DP794,Utair,2024-04-20,16:50:02,269
SU205,Aeroflot,2024-01-25,16:47:49,13
UT187,Aeroflot,2024-02-08,01:33:25,8
UT84,Ural Airlines,2024-11-25,05:57:43,24
SU1127,Utair,2025-10-25,04:15:36,151
S71556,Aeroflot,2024-07-19,19:22:42,282
UT1877,Pobeda,2024-01-07,21:09:22,97
U6508,Pobeda,2025-08-23,00:33:33,226
SU1180,Utair,2025-11-25,12:32:56,54
S7994,Ural Airlines,2024-05-04,11:25:57,188
DP1347,Pobeda,2025-04-18,20:52:52,282
N4475,S7 Airlines,2024-06-11,01:38:19,180
U6469,S7 Airlines,2024-03-04,12:17:51,24
WZ1869,Utair,2024-11-28,18:48:00,256
WZ1873,Ural Airlines,2025-02-07,15:38:31,195
DP813,Red Wings,2025-05-01,00:06:08,192
WZ1682,Utair,2024-06-02,08:03:44,278
UT363,Ural Airlines,2024-03-08,06:24:15,144
S71179,Nordwind,2025-01-11,04:15:14,297
UT546,Red Wings,2024-08-15,09:04:51,175
U6410,Utair,2025-07-13,08:48:19,91
DP953,Ural Airlines,2025-12-01,19:59:47,285
DP329,Ural Airlines,2024-01-04,13:18:06,194
SU1836,Red Wings,2024-11-10,01:25:03,144
SU1756,Utair,2025-07-14,23:28:03,62
U61811,Rossiya,2024-08-04,02:51:05,278
N4302,Nordwind,2025-04-08,22:01:12,248
U61695,Pobeda,2025-04-16,19:37:26,35
WZ1111,Nordwind,2024-05-15,07:06:45,21
N4727,S7 Airlines,2025-02-10,17:45:09,166
UT1690,Nordwind,2024-05-01,13:17:12,152
WZ776,S7 Airlines,2025-01-06,14:14:56,175
N4296,Rossiya,2025-03-06,07:30:47,287
U6378,Pobeda,2024-02-13,23:39:13,69
UT376,Aeroflot,2024-01-25,01:31:12,160
WZ1848,Red Wings,2024-04-24,22:28:33,29
S7148,Red Wings,2024-01-05,07:43:24,278
DP443,Aeroflot,2024-01-02,16:51:57,168
DP1284,Ural Airlines,2025-07-14,08:22:32,288
DP1924,Aeroflot,2025-10-02,20:23:14,191
SU823,Aeroflot,2024-05-28,12:02:03,3
FV1500,Nordwind,2025-11-24,10:09:36,268
U61708,S7 Airlines,2024-03-19,18:11:51,213
N4997,Red Wings,2025-12-21,10:59:36,61
S7786,Pobeda,2024-11-05,15:11:22,289
UT957,Utair,2024-05-25,03:29:29,48
UT440,Nordwind,2025-07-24,17:34:24,208
WZ1016,Red Wings,2024-11-16,04:35:25,41
U61695,S7 Airlines,2025-10-22,11:31:26,124
U61662,Pobeda,2025-07-09,07:58:12,13
DP1640,Ural Airlines,2025-02-16,10:15:45,162
U61954,Rossiya,2025-06-05,09:51:28,286
S7460,Rossiya,2024-05-27,22:32:03,186
WZ1237,Red Wings,2025-12-16,23:48:52,48
SU626,S7 Airlines,2024-09-04,18:10:16,197
SU1861,Pobeda,2024-05-09,22:07:30,275
FV1800,Utair,2024-12-23,05:02:04,6
DP4,Nordwind,2024-11-15,01:12:53,239
N4360,Utair,2025-07-18,21:24:27,117
DP935,Rossiya,2024-01-15,02:39:56,238
S71506,Pobeda,2024-03-13,10:00:21,61
N41178,S7 Airlines,2025-09-01,10:08:22,106
U6506,S7 Airlines,2025-06-08,17:15:52,202
UT771,Utair,2025-02-11,21:02:49,158
SU1278,Red Wings,2024-12-15,04:26:37,26
DP1036,Rossiya,2025-07-02,06:33:31,38
WZ939,Rossiya,2025-03-14,10:35:16,258
SU1098,Ural Airlines,2024-08-18,02:38:09,281
FV678,Utair,2025-06-05,02:01:34,72
FV51,Aeroflot,2025-11-12,02:17:55,300
N41878,Rossiya,2024-03-09,02:22:11,115
WZ1854,S7 Airlines,2025-09-13,07:53:41,208
N41297,Nordwind,2025-02-24,01:34:27,160
U6117,S7 Airlines,2024-09-06,05:50:52,233
N41571,S7 Airlines,2024-03-05,10:09:16,35
S7223,Red Wings,2024-02-28,17:00:13,135
S71843,Nordwind,2025-02-04,00:50:20,297
SU992,Pobeda,2025-04-07,06:21:56,177
U61354,Red Wings,2025-11-10,13:45:58,243
UT587,Utair,2024-01-19,06:23:17,98
DP830,Rossiya,2024-03-21,23:55:33,21
DP185,S7 Airlines,2025-08-01,05:42:58,155
S7301,Aeroflot,2025-03-09,04:41:09,139
S71594,Ural Airlines,2024-01-03,04:24:57,176
WZ1553,Aeroflot,2025-06-17,07:20:06,262
N4999,Utair,2024-08-09,14:01:06,46
S7342,S7 Airlines,2025-06-18,00:06:02,269
DP814,Ural Airlines,2025-06-05,19:24:37,37
N41592,Nordwind,2025-08-16,08:25:58,76
DP499,S7 Airlines,2024-07-23,00:07:03,84
UT1750,Rossiya,2024-10-05,16:02:18,128
U61367,Aeroflot,2024-04-09,22:04:06,184
S7646,Aeroflot,2025-01-13,11:03:07,164
N4933,Red Wings,2024-10-11,07:39:32,236
U61029,Pobeda,2024-08-17,22:22:44,136
S71599,Red Wings,2024-04-17,06:29:57,2
FV755,Red Wings,2024-10-14,17:57:46,0
UT441,Utair,2025-09-06,17:00:55,66
SU1407,Red Wings,2025-12-17,07:16:24,40
DP989,Aeroflot,2024-04-21,21:24:28,138
DP324,Utair,2025-06-17,01:07:35,73
N4484,Red Wings,2025-09-09,03:28:55,5
SU511,Nordwind,2024-03-08,02:00:00,102
U61694,Red Wings,2024-06-22,13:03:22,216
DP1233,Ural Airlines,2024-10-03,22:51:51,92
DP1601,Aeroflot,2025-02-15,01:48:07,277
UT1562,S7 Airlines,2024-05-20,10:05:55,13
SU71,Red Wings,2024-11-24,22:47:50,142
FV1572,Pobeda,2025-12-07,11:03:09,261
SU158,Utair,2025-03-17,10:09:57,116
WZ746,S7 Airlines,2024-08-26,14:16:26,273
FV1683,Pobeda,2025-05-24,15:29:14,83
WZ41,Red Wings,2025-05-21,07:21:41,6
UT814,Utair,2025-05-16,14:04:02,22
U674,Ural Airlines,2024-02-25,07:30:20,1
UT840,Nordwind,2025-08-04,18:22:17,253
U61757,Nordwind,2024-04-15,17:53:43,114
DP1,Nordwind,2025-07-02,06:18:30,120
WZ837,Nordwind,2024-01-01,17:55:32,159
FV1244,Ural Airlines,2024-12-09,17:54:10,96
FV1206,Aeroflot,2025-02-07,19:01:18,287
S71641,Red Wings,2025-10-11,08:19:59,126
SU1736,Pobeda,2024-02-24,00:40:40,218
U6773,Ural Airlines,2024-05-04,16:47:15,189
DP419,Utair,2024-05-16,14:38:33,120
DP399,Utair,2025-08-24,16:27:00,27
DP660,Red Wings,2025-01-26,18:42:48,73
DP1449,Nordwind,2025-12-15,07:16:04,269
S748,Ural Airlines,2024-03-23,00:58:49,35
N41788,Rossiya,2024-10-05,18:42:38,68
DP12,Rossiya,2024-12-04,11:17:48,298
S7752,Aeroflot,2024-02-25,12:04:24,23
U61984,Rossiya,2025-01-10,04:59:32,214
S7638,Rossiya,2025-08-07,17:20:19,244
S71753,Nordwind,2025-12-08,07:49:05,228
S7972,S7 Airlines,2025-07-13,16:30:15,296
S71244,Aeroflot,2024-12-05,22:55:49,19
S71060,Nordwind,2025-06-12,17:31:58,19
DP382,Aeroflot,2024-02-14,02:28:46,90
U61147,Red Wings,2024-06-03,21:06:05,281
UT1025,Rossiya,2024-04-12,19:22:24,186
U6797,Nordwind,2025-09-19,21:03:00,296
FV1679,Utair,2025-08-15,14:49:38,21
S71616,S7 Airlines,2025-04-16,02:55:29,54
S7739,S7 Airlines,2024-05-02,18:55:19,189
S7738,Utair,2025-07-20,17:24:19,152
U61422,Pobeda,2024-12-11,10:38:11,111
U61983,S7 Airlines,2025-07-15,10:37:44,279
FV1694,Ural Airlines,2024-11-21,06:10:13,49
U61719,Nordwind,2025-01-22,14:13:18,250
U6612,Nordwind,2024-02-12,22:29:20,174
